person_as_time,img,term,category,score
2019-01-04,Person3_2,birdCall|eyeball|pumpkinNotes|yellowBalloon|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,birdCall:0.63393;eyeball:0.36124;pumpkinNotes:0.52693;yellowBalloon:0.40288;hairClip:0.30374;lavenderDie:0.43727;yellowBag:0.389
2019-01-04,Person3_20,pumpkinNotes|yellowBalloon|lavenderDie|yellowBag,label|label|label|label,pumpkinNotes:0.42836;yellowBalloon:0.60315;lavenderDie:0.33136;yellowBag:0.6399100000000001
2019-01-04,Person3_21,pumpkinNotes,label,pumpkinNotes:0.26936
2019-01-04,Person3_22,cloudSign|cupcakePaper|eyeball|redWhistle|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label,cloudSign:0.40703;cupcakePaper:0.2637;eyeball:0.26209;redWhistle:0.5395;blueSunglasses:0.41395;hairClip:0.36658;yellowBag:0.33334
2019-01-04,Person3_23,birdCall|cloudSign|eyeball|pumpkinNotes|blueSunglasses|stickerBox,label|label|label|label|label|label,birdCall:0.58792;cloudSign:0.32756;eyeball:0.30633;pumpkinNotes:0.70289;blueSunglasses:0.33585;stickerBox:0.39011
2019-01-04,Person3_24,cloudSign|eyeball|pinkCandle|redWhistle|blueSunglasses,label|label|label|label|label,cloudSign:0.28334000000000004;eyeball:0.28219;pinkCandle:0.25193000000000004;redWhistle:0.35045;blueSunglasses:0.27786
2019-01-04,Person3_25,birdCall,label,birdCall:0.27624
2019-01-04,Person3_3,birdCall|cloudSign|eyeball|pinkCandle|pumpkinNotes|sign|blueSunglasses|lavenderDie,label|label|label|label|label|label|label|label,birdCall:0.48527;cloudSign:0.30161;eyeball:0.4294;pinkCandle:0.42644;pumpkinNotes:0.29031999999999997;sign:0.43718;blueSunglasses:0.33621;lavenderDie:0.33826999999999996
2019-01-04,Person3_4,birdCall|cloudSign|eyeball|metalKey|pumpkinNotes|sign|trophy|yellowBalloon|blueSunglasses,label|label|label|label|label|label|label|label|label,birdCall:0.32259;cloudSign:0.37193000000000004;eyeball:0.41266;metalKey:0.26193;pumpkinNotes:0.26509;sign:0.30701999999999996;trophy:0.4341;yellowBalloon:0.30227;blueSunglasses:0.3394
2019-01-04,Person3_5,birdCall|cloudSign|eyeball|pinkCandle|pumpkinNotes|sign|blueSunglasses,label|label|label|label|label|label|label,birdCall:0.49945;cloudSign:0.36098;eyeball:0.35243;pinkCandle:0.26736;pumpkinNotes:0.41581;sign:0.51736;blueSunglasses:0.29488000000000003
2019-01-04,Person3_6,pumpkinNotes|yellowBag,label|label,pumpkinNotes:0.48918999999999996;yellowBag:0.32924000000000003
2019-01-04,Person3_7,birdCall|canadaPencil|cloudSign|eyeball|pumpkinNotes|stickerBox,label|label|label|label|label|label,birdCall:0.51869;canadaPencil:0.37861999999999996;cloudSign:0.39257;eyeball:0.3002;pumpkinNotes:0.8079999999999999;stickerBox:0.47361000000000003
2019-01-04,Person3_8,canadaPencil|noisemaker|pumpkinNotes|sign|blueSunglasses|stickerBox,label|label|label|label|label|label,canadaPencil:0.57062;noisemaker:0.7107;pumpkinNotes:0.27319;sign:0.27834000000000003;blueSunglasses:0.41467;stickerBox:0.40867
2019-01-04,Person3_9,birdCall|cloudSign|eyeball|noisemaker|pinkCandle|pumpkinNotes|sign|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.28158;cloudSign:0.33221;eyeball:0.42222;noisemaker:0.37371;pinkCandle:0.2778;pumpkinNotes:0.68924;sign:0.28804;yellowBag:0.27636
2019-01-31,Person30_1,birdCall|eyeball|pinkCandle|silverStraw,label|label|label|label,birdCall:0.29504;eyeball:0.31159000000000003;pinkCandle:0.32800999999999997;silverStraw:0.35425
2019-01-31,Person30_10,birdCall|cloudSign|eyeball|metalKey|partyFavor|pumpkinNotes|blueSunglasses|hairClip,label|label|label|label|label|label|label|label,birdCall:0.27171999999999996;cloudSign:0.34486999999999995;eyeball:0.27466999999999997;metalKey:0.40105999999999997;partyFavor:0.31773;pumpkinNotes:0.25296;blueSunglasses:0.5168699999999999;hairClip:0.56583
2019-01-31,Person30_11,eyeball|pinkCandle|redWhistle|hairClip,label|label|label|label,eyeball:0.27029000000000003;pinkCandle:0.31961999999999996;redWhistle:0.52188;hairClip:0.41073999999999994
2019-01-31,Person30_12,birdCall|pumpkinNotes|redWhistle|hairClip,label|label|label|label,birdCall:0.40034000000000003;pumpkinNotes:0.28554;redWhistle:0.5525100000000001;hairClip:0.35167
2019-01-31,Person30_13,canadaPencil|eyeball|noisemaker|partyFavor|blueSunglasses,label|label|label|label|label,canadaPencil:0.34465;eyeball:0.29967;noisemaker:0.34115;partyFavor:0.25382;blueSunglasses:0.3371
2019-01-31,Person30_14,pinkCandle|redWhistle|trophy|hairClip,label|label|label|label,pinkCandle:0.29999000000000003;redWhistle:0.36275;trophy:0.2501;hairClip:0.25521
2019-01-31,Person30_15,eyeball|metalKey|pinkCandle|redWhistle|sign|blueSunglasses|lavenderDie,label|label|label|label|label|label|label,eyeball:0.44333999999999996;metalKey:0.5678300000000001;pinkCandle:0.30279;redWhistle:0.27473000000000003;sign:0.50435;blueSunglasses:0.25683;lavenderDie:0.26858000000000004
2019-01-31,Person30_16,cloudSign|eyeball|metalKey|pinkCandle|sign|blueSunglasses,label|label|label|label|label|label,cloudSign:0.25012;eyeball:0.45282;metalKey:0.38509;pinkCandle:0.38783;sign:0.30791999999999997;blueSunglasses:0.2875
2019-01-31,Person30_17,cloudSign|metalKey|sign|lavenderDie,label|label|label|label,cloudSign:0.32466;metalKey:0.56866;sign:0.34249;lavenderDie:0.51977
2019-01-31,Person30_18,birdCall|cloudSign|eyeball|pinkCandle|sign,label|label|label|label|label,birdCall:0.26816;cloudSign:0.37378;eyeball:0.37053;pinkCandle:0.38145;sign:0.37618
2019-01-31,Person30_2,cloudSign|pinkCandle|sign|silverStraw|lavenderDie,label|label|label|label|label,cloudSign:0.29665;pinkCandle:0.69685;sign:0.71712;silverStraw:0.30354000000000003;lavenderDie:0.57312
2019-01-31,Person30_3,pinkCandle|pumpkinNotes|sign|lavenderDie,label|label|label|label,pinkCandle:0.63079;pumpkinNotes:0.27098;sign:0.65205;lavenderDie:0.42518
2019-01-31,Person30_4,birdCall|canadaPencil|cloudSign|eyeball|pinkCandle|sign|blueSunglasses,label|label|label|label|label|label|label,birdCall:0.30985;canadaPencil:0.26515;cloudSign:0.35318;eyeball:0.3022;pinkCandle:0.31208;sign:0.4534;blueSunglasses:0.26805999999999996
2019-01-31,Person30_5,birdCall|cloudSign|eyeball|metalKey|partyFavor|pumpkinNotes|blueSunglasses|hairClip,label|label|label|label|label|label|label|label,birdCall:0.27418000000000003;cloudSign:0.34557;eyeball:0.2765;metalKey:0.40571999999999997;partyFavor:0.32358000000000003;pumpkinNotes:0.25301;blueSunglasses:0.51923;hairClip:0.5652699999999999
2019-01-31,Person30_6,birdCall|eyeball|pinkCandle|silverStraw,label|label|label|label,birdCall:0.3063;eyeball:0.30162;pinkCandle:0.3278;silverStraw:0.35894000000000004
2019-01-31,Person30_7,cloudSign|pinkCandle|sign|silverStraw|lavenderDie,label|label|label|label|label,cloudSign:0.30575;pinkCandle:0.69965;sign:0.71168;silverStraw:0.3037;lavenderDie:0.56979
2019-01-31,Person30_8,pinkCandle|pumpkinNotes|sign|lavenderDie,label|label|label|label,pinkCandle:0.62725;pumpkinNotes:0.28181;sign:0.66014;lavenderDie:0.41878999999999994
2019-01-31,Person30_9,birdCall|canadaPencil|cloudSign|eyeball|pinkCandle|sign|blueSunglasses,label|label|label|label|label|label|label,birdCall:0.30938000000000004;canadaPencil:0.26335;cloudSign:0.35419;eyeball:0.30269;pinkCandle:0.31377;sign:0.44968;blueSunglasses:0.26805999999999996
2019-02-01,Person31_1,canadaPencil|eyeball|metalKey|blueSunglasses|yellowBag,label|label|label|label|label,canadaPencil:0.28151;eyeball:0.30839;metalKey:0.25084;blueSunglasses:0.34288;yellowBag:0.2702
2019-02-01,Person31_2,canadaPencil|cloudSign|pumpkinNotes|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label,canadaPencil:0.3448;cloudSign:0.28944000000000003;pumpkinNotes:0.37792;blueSunglasses:0.43428;hairClip:0.48526;stickerBox:0.28981999999999997
2019-02-01,Person31_3,birdCall|cloudSign|eyeball|pinkCandle|pumpkinNotes|redWhistle|blueSunglasses|stickerBox,label|label|label|label|label|label|label|label,birdCall:0.62264;cloudSign:0.37903000000000003;eyeball:0.25791;pinkCandle:0.36618;pumpkinNotes:0.51702;redWhistle:0.30159;blueSunglasses:0.40362;stickerBox:0.36443000000000003
2019-02-01,Person31_4,cloudSign|eyeball|pumpkinNotes|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label,cloudSign:0.33199;eyeball:0.27426999999999996;pumpkinNotes:0.42021000000000003;blueSunglasses:0.32208000000000003;hairClip:0.62141;stickerBox:0.30593000000000004
2019-02-01,Person31_5,birdCall|cloudSign|cupcakePaper|eyeball|pumpkinNotes|blueSunglasses|stickerBox,label|label|label|label|label|label|label,birdCall:0.40715999999999997;cloudSign:0.31685;cupcakePaper:0.29066;eyeball:0.29575;pumpkinNotes:0.55292;blueSunglasses:0.43709;stickerBox:0.8846799999999999
2019-02-02,Person32_1,eyeball|pumpkinNotes|yellowBag,label|label|label,eyeball:0.41426999999999997;pumpkinNotes:0.4836;yellowBag:0.4343
2019-02-02,Person32_10,birdCall|cloudSign|partyFavor|pumpkinNotes|yellowBag,label|label|label|label|label,birdCall:0.25228;cloudSign:0.56218;partyFavor:0.264;pumpkinNotes:0.53822;yellowBag:0.35311
2019-02-02,Person32_11,eyeball|lavenderDie,label|label,eyeball:0.32098000000000004;lavenderDie:0.68118
2019-02-02,Person32_12,birdCall|cloudSign|cupcakePaper|eyeball|metalKey|partyFavor|pinkCandle|pumpkinNotes|sign|trophy|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label|label|label|label|label|label,birdCall:0.59467;cloudSign:0.43856000000000006;cupcakePaper:0.3113;eyeball:0.43442;metalKey:0.33852;partyFavor:0.30553;pinkCandle:0.29151;pumpkinNotes:0.42026;sign:0.37244;trophy:0.2531;blueSunglasses:0.43905;hairClip:0.25066;stickerBox:0.26966999999999997
2019-02-02,Person32_13,birdCall|cloudSign|pinkCandle|redWhistle|sign|blueSunglasses|stickerBox,label|label|label|label|label|label|label,birdCall:0.31688;cloudSign:0.31790999999999997;pinkCandle:0.30475;redWhistle:0.29678000000000004;sign:0.27648;blueSunglasses:0.25379;stickerBox:0.26807
2019-02-02,Person32_14,birdCall|cloudSign|eyeball|pinkCandle|pumpkinNotes|trophy|hairClip,label|label|label|label|label|label|label,birdCall:0.27296;cloudSign:0.3453;eyeball:0.2616;pinkCandle:0.29424;pumpkinNotes:0.4175;trophy:0.39475;hairClip:0.47418000000000005
2019-02-02,Person32_15,cloudSign|eyeball|pumpkinNotes|sign|stickerBox,label|label|label|label|label,cloudSign:0.26477;eyeball:0.43843999999999994;pumpkinNotes:0.40337;sign:0.28274;stickerBox:0.30794
2019-02-02,Person32_16,canadaPencil|cloudSign|metalKey|pinkCandle|sign|silverStraw,label|label|label|label|label|label,canadaPencil:0.30779;cloudSign:0.29598;metalKey:0.37751999999999997;pinkCandle:0.37935;sign:0.31071;silverStraw:0.26247
2019-02-02,Person32_17,birdCall|cloudSign|eyeball|metalKey|partyFavor|pinkCandle|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label|label,birdCall:0.6330100000000001;cloudSign:0.2618;eyeball:0.30526;metalKey:0.37401999999999996;partyFavor:0.35291999999999996;pinkCandle:0.2905;blueSunglasses:0.44135;hairClip:0.66406;stickerBox:0.3496
2019-02-02,Person32_18,birdCall|metalKey|pinkCandle|redWhistle|sign|silverStraw|blueSunglasses|lavenderDie,label|label|label|label|label|label|label|label,birdCall:0.29569;metalKey:0.26664;pinkCandle:0.30393000000000003;redWhistle:0.2893;sign:0.29104;silverStraw:0.31193000000000004;blueSunglasses:0.30543000000000003;lavenderDie:0.32938
2019-02-02,Person32_19,cloudSign|eyeball|pinkCandle|pumpkinNotes|sign|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label,cloudSign:0.44365;eyeball:0.35088;pinkCandle:0.38643;pumpkinNotes:0.49996;sign:0.57562;blueSunglasses:0.32611;hairClip:0.28565;stickerBox:0.36699
2019-02-02,Person32_2,cloudSign|eyeball|pinkCandle|pumpkinNotes|trophy,label|label|label|label|label,cloudSign:0.40309;eyeball:0.3299;pinkCandle:0.27847;pumpkinNotes:0.36583000000000004;trophy:0.27476999999999996
2019-02-02,Person32_20,birdCall|pumpkinNotes,label|label,birdCall:0.5332399999999999;pumpkinNotes:0.42491
2019-02-02,Person32_21,canadaPencil|pinkCandle|sign,label|label|label,canadaPencil:0.27416;pinkCandle:0.54565;sign:0.70765
2019-02-02,Person32_22,birdCall|canadaPencil|cloudSign|eyeball|metalKey|pinkCandle|pumpkinNotes|sign|blueSunglasses|hairClip,label|label|label|label|label|label|label|label|label|label,birdCall:0.52858;canadaPencil:0.39605;cloudSign:0.38254;eyeball:0.44014;metalKey:0.59432;pinkCandle:0.31214000000000003;pumpkinNotes:0.28123000000000004;sign:0.30931;blueSunglasses:0.39182;hairClip:0.50966
2019-02-02,Person32_23,birdCall|pumpkinNotes|trophy|yellowBalloon,label|label|label|label,birdCall:0.48818999999999996;pumpkinNotes:0.78687;trophy:0.39476;yellowBalloon:0.28176
2019-02-02,Person32_24,birdCall|cloudSign|pumpkinNotes|sign|yellowBalloon|yellowBag,label|label|label|label|label|label,birdCall:0.34457;cloudSign:0.72959;pumpkinNotes:0.65391;sign:0.52845;yellowBalloon:0.35411;yellowBag:0.54998
2019-02-02,Person32_25,canadaPencil|eyeball|sign|blueSunglasses|lavenderDie,label|label|label|label|label,canadaPencil:0.26002;eyeball:0.44068999999999997;sign:0.52635;blueSunglasses:0.25578;lavenderDie:0.25883
2019-02-02,Person32_26,pinkCandle|sign|yellowBag,label|label|label,pinkCandle:0.28726999999999997;sign:0.50922;yellowBag:0.33029000000000003
2019-02-02,Person32_27,birdCall|cloudSign|cupcakePaper|eyeball|partyFavor|pumpkinNotes|hairClip|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.36077;cloudSign:0.37315;cupcakePaper:0.27085;eyeball:0.34293;partyFavor:0.31984;pumpkinNotes:0.38076;hairClip:0.37172;yellowBag:0.30639
2019-02-02,Person32_28,cloudSign|yellowBag,label|label,cloudSign:0.28869;yellowBag:0.32693
2019-02-02,Person32_29,eyeball|sign|lavenderDie|yellowBag,label|label|label|label,eyeball:0.28788;sign:0.32725;lavenderDie:0.33679000000000003;yellowBag:0.48608999999999997
2019-02-02,Person32_3,cupcakePaper,label,cupcakePaper:0.34731999999999996
2019-02-02,Person32_30,birdCall|cloudSign|eyeball|pinkCandle|sign|blueSunglasses|yellowBag,label|label|label|label|label|label|label,birdCall:0.43783;cloudSign:0.31819000000000003;eyeball:0.25954;pinkCandle:0.49906000000000006;sign:0.5881;blueSunglasses:0.28304;yellowBag:0.61027
2019-02-02,Person32_31,,,
2019-02-02,Person32_32,cloudSign|hairClip,label|label,cloudSign:0.29474;hairClip:0.25536
2019-02-02,Person32_33,pinkCandle|sign,label|label,pinkCandle:0.38383;sign:0.5018100000000001
2019-02-02,Person32_34,pinkCandle|sign,label|label,pinkCandle:0.32433;sign:0.43846
2019-02-02,Person32_35,canadaPencil|sign|silverStraw,label|label|label,canadaPencil:0.25913;sign:0.56655;silverStraw:0.33562
2019-02-02,Person32_36,cloudSign|pumpkinNotes|yellowBag,label|label|label,cloudSign:0.26136;pumpkinNotes:0.45826999999999996;yellowBag:0.37077
2019-02-02,Person32_37,birdCall|cloudSign|eyeball|partyFavor|sign|hairClip|yellowBag,label|label|label|label|label|label|label,birdCall:0.33411;cloudSign:0.5100399999999999;eyeball:0.30077;partyFavor:0.29536999999999997;sign:0.33947;hairClip:0.25385;yellowBag:0.25106
2019-02-02,Person32_38,cupcakePaper|pinkCandle|sign,label|label|label,cupcakePaper:0.2755;pinkCandle:0.27081;sign:0.56639
2019-02-02,Person32_39,cupcakePaper|pinkCandle|sign|yellowBag,label|label|label|label,cupcakePaper:0.28513;pinkCandle:0.37265;sign:0.55865;yellowBag:0.27473000000000003
2019-02-02,Person32_4,canadaPencil|cloudSign|cupcakePaper|pinkCandle|sign|lavenderDie,label|label|label|label|label|label,canadaPencil:0.28761;cloudSign:0.32776;cupcakePaper:0.29012;pinkCandle:0.45561999999999997;sign:0.49241999999999997;lavenderDie:0.28669
2019-02-02,Person32_40,birdCall|cloudSign|eyeball|partyFavor|sign|blueSunglasses,label|label|label|label|label|label,birdCall:0.44167;cloudSign:0.41611000000000004;eyeball:0.36785;partyFavor:0.25901;sign:0.44736000000000004;blueSunglasses:0.34501
2019-02-02,Person32_41,cupcakePaper|sign,label|label,cupcakePaper:0.37442;sign:0.5521
2019-02-02,Person32_42,cloudSign|cupcakePaper|sign,label|label|label,cloudSign:0.28489000000000003;cupcakePaper:0.30989;sign:0.66287
2019-02-02,Person32_43,cloudSign|eyeball|pinkCandle,label|label|label,cloudSign:0.25872;eyeball:0.41931999999999997;pinkCandle:0.31622
2019-02-02,Person32_44,cloudSign|pinkCandle|pumpkinNotes|sign|blueSunglasses|hairClip,label|label|label|label|label|label,cloudSign:0.4856;pinkCandle:0.28814;pumpkinNotes:0.255;sign:0.58719;blueSunglasses:0.25786;hairClip:0.30695
2019-02-02,Person32_45,birdCall|canadaPencil|cloudSign|pinkCandle|pumpkinNotes|vancouverCards|yellowBag,label|label|label|label|label|label|label,birdCall:0.26524000000000003;canadaPencil:0.33956;cloudSign:0.3151;pinkCandle:0.264;pumpkinNotes:0.38133;vancouverCards:0.26133;yellowBag:0.35388000000000003
2019-02-02,Person32_46,sign,label,sign:0.5249699999999999
2019-02-02,Person32_47,canadaPencil|eyeball|pinkCandle|pumpkinNotes|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,canadaPencil:0.40258;eyeball:0.28446;pinkCandle:0.39519;pumpkinNotes:0.33558000000000004;hairClip:0.76054;lavenderDie:0.33854;yellowBag:0.28926
2019-02-02,Person32_48,birdCall|eyeball|metalKey|pumpkinNotes|trophy|hairClip,label|label|label|label|label|label,birdCall:0.36057;eyeball:0.35370999999999997;metalKey:0.33989;pumpkinNotes:0.29956;trophy:0.32388;hairClip:0.26648
2019-02-02,Person32_49,cloudSign|pumpkinNotes|sign|yellowBalloon|yellowBag,label|label|label|label|label,cloudSign:0.28391;pumpkinNotes:0.31727;sign:0.25952;yellowBalloon:0.29051;yellowBag:0.7926
2019-02-02,Person32_5,eyeball|pinkCandle|pumpkinNotes|blueSunglasses|hairClip,label|label|label|label|label,eyeball:0.35707;pinkCandle:0.37706;pumpkinNotes:0.26443;blueSunglasses:0.30259;hairClip:0.42776000000000003
2019-02-02,Person32_50,pumpkinNotes|blueSunglasses,label|label,pumpkinNotes:0.67393;blueSunglasses:0.2502
2019-02-02,Person32_51,pumpkinNotes|stickerBox,label|label,pumpkinNotes:0.5281399999999999;stickerBox:0.34715999999999997
2019-02-02,Person32_52,cloudSign|lavenderDie,label|label,cloudSign:0.26469000000000004;lavenderDie:0.28204
2019-02-02,Person32_53,,,
2019-02-02,Person32_54,birdCall|cloudSign,label|label,birdCall:0.28772;cloudSign:0.25759
2019-02-02,Person32_55,birdCall|cloudSign|eyeball|metalKey|pinkCandle|pumpkinNotes|blueSunglasses|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.42478;cloudSign:0.392;eyeball:0.34292;metalKey:0.25911;pinkCandle:0.27516;pumpkinNotes:0.62111;blueSunglasses:0.39144;yellowBag:0.2907
2019-02-02,Person32_56,pinkCandle,label,pinkCandle:0.25318
2019-02-02,Person32_6,pumpkinNotes|sign,label|label,pumpkinNotes:0.29605;sign:0.33132
2019-02-02,Person32_7,birdCall|cloudSign|cupcakePaper|pumpkinNotes|blueSunglasses,label|label|label|label|label,birdCall:0.35462;cloudSign:0.47989;cupcakePaper:0.35197;pumpkinNotes:0.39769;blueSunglasses:0.27081
2019-02-02,Person32_8,birdCall|cloudSign|eyeball|pumpkinNotes|trophy|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label,birdCall:0.4211;cloudSign:0.29053;eyeball:0.2691;pumpkinNotes:0.51074;trophy:0.26373;blueSunglasses:0.31425;hairClip:0.58714;stickerBox:0.42552
2019-02-02,Person32_9,birdCall|eyeball|pinkCandle|redWhistle|sign|lavenderDie,label|label|label|label|label|label,birdCall:0.34938;eyeball:0.29864;pinkCandle:0.34992;redWhistle:0.35958;sign:0.44601999999999997;lavenderDie:0.40291
2019-02-03,Person33_1,cloudSign|eyeball|hairClip|lavenderDie,label|label|label|label,cloudSign:0.33645;eyeball:0.31438;hairClip:0.25336;lavenderDie:0.39625
2019-02-03,Person33_10,pinkCandle|sign|silverStraw|yellowBag,label|label|label|label,pinkCandle:0.25888;sign:0.33731;silverStraw:0.27563000000000004;yellowBag:0.33349
2019-02-03,Person33_11,canadaPencil|cloudSign|pinkCandle|sign|yellowBag,label|label|label|label|label,canadaPencil:0.28298;cloudSign:0.29594000000000004;pinkCandle:0.35864;sign:0.5492100000000001;yellowBag:0.40081999999999995
2019-02-03,Person33_12,birdCall|cupcakePaper|eyeball|pinkCandle|sign|lavenderDie|yellowBag,label|label|label|label|label|label|label,birdCall:0.44137;cupcakePaper:0.30239;eyeball:0.38473;pinkCandle:0.37866;sign:0.45136000000000004;lavenderDie:0.43896999999999997;yellowBag:0.26816999999999996
2019-02-03,Person33_13,cloudSign|eyeball|sign,label|label|label,cloudSign:0.35152;eyeball:0.31648000000000004;sign:0.26409
2019-02-03,Person33_14,cloudSign|eyeball|pinkCandle|trophy|blueSunglasses|yellowBag,label|label|label|label|label|label,cloudSign:0.26687;eyeball:0.26389;pinkCandle:0.27085;trophy:0.27123;blueSunglasses:0.26036;yellowBag:0.36864
2019-02-03,Person33_15,sign|lavenderDie,label|label,sign:0.64218;lavenderDie:0.26436
2019-02-03,Person33_16,canadaPencil|cloudSign|cupcakePaper|eyeball|sign|silverStraw|blueSunglasses|yellowBag,label|label|label|label|label|label|label|label,canadaPencil:0.29026;cloudSign:0.30995;cupcakePaper:0.31042;eyeball:0.37246999999999997;sign:0.48761000000000004;silverStraw:0.3403;blueSunglasses:0.32559;yellowBag:0.33191
2019-02-03,Person33_17,eyeball|pinkCandle|silverStraw|yellowBag,label|label|label|label,eyeball:0.34517;pinkCandle:0.41113999999999995;silverStraw:0.36617;yellowBag:0.37792
2019-02-03,Person33_18,sign|lavenderDie,label|label,sign:0.43715;lavenderDie:0.61952
2019-02-03,Person33_19,cloudSign|cupcakePaper|partyFavor|blueSunglasses|hairClip,label|label|label|label|label,cloudSign:0.36887;cupcakePaper:0.33578;partyFavor:0.27435;blueSunglasses:0.28096;hairClip:0.49732
2019-02-03,Person33_2,cloudSign|pinkCandle|pumpkinNotes|redWhistle,label|label|label|label,cloudSign:0.33497;pinkCandle:0.36052;pumpkinNotes:0.43118;redWhistle:0.53472
2019-02-03,Person33_20,sign,label,sign:0.26059
2019-02-03,Person33_21,cloudSign|pinkCandle|sign,label|label|label,cloudSign:0.27598;pinkCandle:0.40231999999999996;sign:0.35862
2019-02-03,Person33_22,eyeball|partyFavor|pinkCandle|blueSunglasses,label|label|label|label,eyeball:0.26277;partyFavor:0.26313000000000003;pinkCandle:0.25904;blueSunglasses:0.32936
2019-02-03,Person33_23,birdCall|canadaPencil|blueSunglasses|hairClip,label|label|label|label,birdCall:0.26521999999999996;canadaPencil:0.34931999999999996;blueSunglasses:0.29945;hairClip:0.76765
2019-02-03,Person33_24,eyeball|pinkCandle,label|label,eyeball:0.35058;pinkCandle:0.37492
2019-02-03,Person33_25,canadaPencil|cloudSign|eyeball|pinkCandle|redWhistle,label|label|label|label|label,canadaPencil:0.25598000000000004;cloudSign:0.33266;eyeball:0.31674;pinkCandle:0.35307;redWhistle:0.40357
2019-02-03,Person33_26,eyeball|sign,label|label,eyeball:0.2944;sign:0.37351999999999996
2019-02-03,Person33_27,canadaPencil|eyeball|metalKey|redWhistle|sign|silverStraw|yellowBag,label|label|label|label|label|label|label,canadaPencil:0.29154;eyeball:0.27951;metalKey:0.38779;redWhistle:0.49822;sign:0.30679;silverStraw:0.52355;yellowBag:0.27398
2019-02-03,Person33_28,redWhistle,label,redWhistle:0.851
2019-02-03,Person33_29,birdCall|cloudSign|eyeball|pinkCandle|pumpkinNotes|redWhistle|sign|trophy|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label|label|label|label,birdCall:0.33532;cloudSign:0.38359;eyeball:0.26419000000000004;pinkCandle:0.44914;pumpkinNotes:0.27437;redWhistle:0.27396;sign:0.28681999999999996;trophy:0.32177;blueSunglasses:0.31945;hairClip:0.28606;yellowBag:0.31583
2019-02-03,Person33_3,pinkCandle|redWhistle,label|label,pinkCandle:0.25519000000000003;redWhistle:0.39311999999999997
2019-02-03,Person33_30,birdCall|cloudSign|eyeball|redWhistle|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.29529;cloudSign:0.33121;eyeball:0.36494;redWhistle:0.56803;blueSunglasses:0.31103000000000003;hairClip:0.80371;lavenderDie:0.51748;yellowBag:0.32488
2019-02-03,Person33_31,canadaPencil|eyeball|pinkCandle|redWhistle|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,canadaPencil:0.2699;eyeball:0.2788;pinkCandle:0.32882;redWhistle:0.51147;hairClip:0.40824;lavenderDie:0.26036;yellowBag:0.33181
2019-02-03,Person33_32,birdCall|canadaPencil|cloudSign|pumpkinNotes|redWhistle|trophy|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label|label,birdCall:0.29312;canadaPencil:0.29306;cloudSign:0.36359;pumpkinNotes:0.46408;redWhistle:0.28176999999999996;trophy:0.25464000000000003;blueSunglasses:0.30498000000000003;hairClip:0.55056;yellowBag:0.39898
2019-02-03,Person33_33,eyeball|hairClip,label|label,eyeball:0.44414;hairClip:0.29725999999999997
2019-02-03,Person33_34,birdCall|eyeball|pinkCandle|redWhistle|sign|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.45023;eyeball:0.52458;pinkCandle:0.25889;redWhistle:0.83486;sign:0.43518;blueSunglasses:0.4583;hairClip:0.3471;yellowBag:0.25464000000000003
2019-02-03,Person33_35,birdCall|eyeball|pinkCandle|pumpkinNotes|redWhistle|blueSunglasses|yellowBag,label|label|label|label|label|label|label,birdCall:0.63717;eyeball:0.3423;pinkCandle:0.37798000000000004;pumpkinNotes:0.27207;redWhistle:0.28265999999999997;blueSunglasses:0.26293;yellowBag:0.26998
2019-02-03,Person33_36,metalKey|pinkCandle|redWhistle|sign|blueSunglasses|hairClip|lavenderDie,label|label|label|label|label|label|label,metalKey:0.44673;pinkCandle:0.45326000000000005;redWhistle:0.8339799999999999;sign:0.65608;blueSunglasses:0.29415;hairClip:0.56824;lavenderDie:0.52773
2019-02-03,Person33_37,cloudSign|eyeball|pumpkinNotes|redWhistle|sign|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label,cloudSign:0.36591999999999997;eyeball:0.41813999999999996;pumpkinNotes:0.32493;redWhistle:0.45653999999999995;sign:0.34786;blueSunglasses:0.34086;hairClip:0.43504;yellowBag:0.34773000000000004
