authors,title,abstract,sha,has_full_text,journal,term,license,WHO #Covidence,pmcid,pubmed_id,category,source_x,publish_time,Microsoft Academic Paper ID,doi,full_text_file
"Ashour, M. Hossam; Elkhatib, F. Walid; Rahman, M. Md; Elshabrawy, A. Hatem","Insights into the Recent 2019 Novel Coronavirus (SARS-CoV-2) in Light of Past Human Coronavirus Outbreaks","Coronaviruses (CoVs) are RNA viruses that have become a major public health concern since the Severe Acute Respiratory Syndrome-CoV (SARS-CoV) outbreak in 2002. The continuous evolution of coronaviruses was further highlighted with the emergence of the Middle East Respiratory Syndrome-CoV (MERS-CoV) outbreak in 2012. Currently, the world is concerned about the 2019 novel CoV (SARS-CoV-2) that was initially identified in the city of Wuhan, China in December 2019. Patients presented with severe viral pneumonia and respiratory illness. The number of cases has been mounting since then. As of late February 2020, tens of thousands of cases and several thousand deaths have been reported in China alone, in addition to thousands of cases in other countries. Although the fatality rate of SARS-CoV-2 is currently lower than SARS-CoV, the virus seems to be highly contagious based on the number of infected cases to date. In this review, we discuss structure, genome organization, entry of CoVs into target cells, and provide insights into past and present outbreaks. The future of human CoV outbreaks will not only depend on how the viruses will evolve, but will also depend on how we develop efficient prevention and treatment strategies to deal with this continuous threat.","","False","Pathogens","RNA|the Severe Acute Respiratory Syndrome-CoV|2002|the Middle East Respiratory Syndrome-CoV (MERS-CoV|2012|2019|CoV|Wuhan|China|December 2019|late February 2020|tens of thousands|several thousand|China|thousands|CoV","unk","#3521","","32143502","ORG|ORG|DATE|LOC|DATE|DATE|PERSON|GPE|GPE|DATE|DATE|CARDINAL|CARDINAL|GPE|CARDINAL|PERSON","WHO","2020-03-04","3006050861","10.3390/pathogens9030186",""
"Nishiura, Hiroshi; Callahan, Y. Zayne; Smith, K. Trevor; Ingersoll, Celeste; Gardner, Rebecca; Korgenski, K. E.; Sloan, D. Chantel","Comparative Seasonal Respiratory Virus Epidemic Timing in Utah","Previous studies have found evidence of viral interference between seasonal respiratory viruses. Using laboratory-confirmed data from a Utah-based healthcare provider, Intermountain Health Care, we analyzed the time-specific patterns of respiratory syncytial virus (RSV), influenza A, influenza B, human metapneumovirus, rhinovirus, and enterovirus circulation from 2004 to 2018, using descriptive methods and wavelet analysis (n = 89,462) on a local level. The results showed that RSV virus dynamics in Utah were the most consistent of any of the viruses studied, and that the other seasonal viruses were generally in synchrony with RSV, except for enterovirus (which mostly occurs late summer to early fall) and influenza A and B during pandemic years.","","False","Viruses","seasonal|Utah|Intermountain Health Care|RSV|2004|2018|89,462|RSV|Utah|RSV|late summer|years","unk","#2906","","32121465","DATE|GPE|ORG|ORG|DATE|DATE|CARDINAL|ORG|GPE|ORG|DATE|DATE","WHO","2020-02-29","2026628614","10.3390/v12030275",""
"Porcheddu, Rossella; Serra, Caterina; Kelvin, David; Kelvin, Nikki; Rubino, Salvatore","Similarity in Case Fatality Rates (CFR) of COVID-19/SARS-COV-2 in Italy and China","As of 28 February 2020, Italy had 888 cases of SARS-CoV-2 infections, with most cases in Northern Italy in the Lombardia and Veneto regions. Travel-related cases were the main source of COVID-19 cases during the early stages of the current epidemic in Italy. The month of February, however, has been dominated by two large clusters of outbreaks in Northern Italy, south of Milan, with mainly local transmission the source of infections. Contact tracing has failed to identify patient zero in one of the outbreaks. As of 28 February 2020, twenty-one cases of COVID-19 have died. Comparison between case fatality rates in China and Italy are identical at 2.3. Additionally, deaths are similar in both countries with fatalities in mostly the elderly with known comorbidities. It will be important to develop point-of-care devices to aid clinicians in stratifying elderly patients as early as possible to determine the potential level of care they will require to improve their chances of survival from COVID-19 disease.","","False","The Journal of Infection in Developing Countries","28 February 2020|Italy|888|Northern Italy|Lombardia|Veneto|COVID-19|Italy|The month of February|two|Northern Italy|Milan|zero|one|28 February 2020|twenty-one|COVID-19|China|Italy|2.3|COVID-19","unk","#5761","","32146445","DATE|GPE|CARDINAL|LOC|ORG|GPE|CARDINAL|GPE|DATE|CARDINAL|LOC|GPE|CARDINAL|CARDINAL|DATE|CARDINAL|ORG|GPE|GPE|CARDINAL|CARDINAL","WHO","2020-02-29","","10.3855/jidc.12600",""
"Bae, Jong-Myon","A Chinese Case of COVID-19 Did Not Show Infectivity During the Incubation Period: Based on an Epidemiological Survey","Controversy remains over whether the novel coronavirus 2019 (COVID-19) virus may have infectivity during the incubation period before the onset of symptoms. The author had the opportunity to examine the infectivity of COVID-19 during the incubation period by conducting an epidemiological survey on a confirmed patient who had visited Jeju Island during the incubation period. The epidemiological findings support the claim that the COVID-19 virus does not have infectivity during the incubation period.","","False","Journal of Preventive Medicine and Public Health","2019|COVID-19|COVID-19|Jeju Island","unk","#3073","","32114755","DATE|ORG|ORG|LOC","WHO","2020-03-02","2029228287","10.3961/jpmph.20.048",""
"Kandeel, Mahmoud; Yamamoto, Mizuki; Al-Taher, Abdulla; Watanabe, Aya; Oh-Hashi, Kentaro; Park, Byoung Kwon; Kwon, Hyung-Joo; Inoue, Jun-Ichiro; Al-Nazawi, Mohammed","Small Molecule Inhibitors of Middle East Respiratory Syndrome Coronavirus Fusion by Targeting Cavities on Heptad Repeat Trimers","Middle East Respiratory Syndrome Coronavirus (MERS-CoV) is a newly emerging viral disease with fatal outcomes. However, no MERS-CoV-specific treatment is commercially available. Given the absence of previous structure-based drug discovery studies targeting MERS-CoV fusion proteins, this set of compounds is considered the first generation of MERS-CoV small molecule fusion inhibitors. After a virtual screening campaign of 1.56 million compounds followed by cell-cell fusion assay and MERS-CoV plaques inhibition assay, three new compounds were identified. Compound numbers 22, 73, and 74 showed IC(50) values of 12.6, 21.8, and 11.12 µM, respectively, and were most effective at the onset of spike-receptor interactions. The compounds exhibited safe profiles against Human embryonic kidney cells 293 (HEK293) at a concentration of 20 µM with no observed toxicity in Vero cells at 10 µM. The experimental results are accompanied with predicted favorable pharmacokinetic descriptors and drug-likeness parameters. In conclusion, this study provides the first generation of MERS-CoV fusion inhibitors with potencies in the low micromolar range.","","False","Biomolecules & Therapeutics","Middle East Respiratory Syndrome Coronavirus|CoV|CoV|CoV|1.56 million|CoV|three|22|73|74|IC(50|12.6|21.8|11.12|Human|293|HEK293|20|Vero|10|µM.|first|CoV","unk","#4352","","32126736","ORG|PERSON|PERSON|PERSON|CARDINAL|PERSON|CARDINAL|DATE|DATE|DATE|ORG|CARDINAL|CARDINAL|CARDINAL|ORG|CARDINAL|ORG|CARDINAL|PERSON|CARDINAL|GPE|ORDINAL|PERSON","WHO","2020-03-04","2139603860","10.4062/biomolther.2019.202",""
"Wiwanitkit, Pathum Sookaromdee; Viroj","Imported cases of 2019-novel coronavirus (2019-nCoV) infections in Thailand: Mathematical modelling of the outbreak","'Imported cases of 2019-novel coronavirus (2019-nCoV) infections in Thailand: Mathematical modelling of the outbreak' in DOAJ. DOAJ is an online directory that indexes and provides access to quality open access, peer-reviewed journals.","","False","Asian Pacific Journal of Tropical Medicine","2019-nCoV|Thailand","unk","#2516","","","CARDINAL|GPE","WHO","2020-01-01","3005391564","10.4103/1995-7645.277516",""
"Siqueira-Batista, Marli C. Cupertino; Michely, B. Resende; Nicholas, A. J. Mayer; Lorendane, M. Carvalho; Rodrigo","Emerging and re-emerging human infectious diseases: A systematic review of the role of wild animals with a focus on public health impact","Infectious diseases continue to impose unpredictable burdens on global health and economies, a subject that requires constant research and updates. In this sense, the objective of the present article was to review studies on the role of wild animals as reservoirs and/or dispersers of etiological agents of human infectious diseases in order to compile data on the main wild animals and etiological agents involved in zoonotic outbreaks. A systematic review was carried out using PRISMA guidelines, using the PubMed, Scopus and SciELO platforms as data banks. The descriptors used were “zoonosis”, “human infectious diseases” and “wild animals”. The results show that wild animals (mainly bats, birds and primates) play an important role in the dissemination of etiological agents (mainly viruses, as a new coronavirus called 2019 Novel Coronavirus) in extensive geographic regions. Moreover, these wild animal organisms can act as the site for essential biotic synergy among several pathogenic microorganisms, promoting a higher rate of adaptation, mutation and even genetic recombination, with consequent stimulation of new strains and subtypes, inducing new infectious agents with unknown virulent potential. In conclusion, the monitoring of these diseases and adequate preparation for possible epidemics and pandemics are fundamental conditions for the mitigation of their future impact. The zoonotic threat of these etiological agents and the impact on public health can be enormous as shown by the ongoing epidemic of 2019 novel coronavirus (2019- nCoV) infections.","","False","Asian Pacific Journal of Tropical Medicine","PRISMA|PubMed|Scopus|2019|Novel Coronavirus|2019|2019-","unk","#2543","","","ORG|ORG|PERSON|DATE|PERSON|DATE|CARDINAL","WHO","2020-01-01","3004810054","10.4103/1995-7645.277535",""
"Fasina, Folorunso Oludayo","Novel coronavirus (2019-nCoV) update: What we know and what is unknown","Preliminary clinical features indicated that most of the infected patients were men with underlying diseases (comorbidities) including diabetes, hypertension, cardiovascular disease, chronic obstructive pulmonary disease, malignancy and chronic liver disease[6]. Patient presented with fever, cough, myalgia, sputum production, headache, haemoptysis, diarrhea and dyspnea[6]. Person- to-person transmission and familiar association have also been confirmed[7]. To date, a diagnostic kit has been developed for 2019- nCoV[8], and efforts are ongoing to develop other protocols. Whilst several important aspects of 2019-nCoV epidemiology, virology, mode of transmission, pathogenesis, diagnosis, clinical features, have been defined, there remain many unanswered questions, including source, transmission and epidemic potential. The Wuhan outbreak is a stark reminder of the continuing threat of zoonotic diseases.","","False","Asian Pacific Journal of Tropical Medicine","disease[6|dyspnea[6|2019-|2019-nCoV|Wuhan","unk","#2646","","","GPE|NORP|CARDINAL|CARDINAL|GPE","WHO","2020-01-01","3004467862","10.4103/1995-7645.277795",""
"Wiwanitkit, Sora Yasri; Viroj","Dose prediction of lopinavir/ritonavir for 2019-novel coronavirus (2019-nCoV) infection based on mathematic modeling","At present, lopinavir/ritonavir is widely used for possible treatment of 2019-nCoV infection in countries that the emerging infection exists. Here, the authors used a mathematical modelling theoretical approach to predict the expectedproper dosage of lopinavir/ritonavir for possible treatment of 2019-nCoV infection. The protocol for mathematical modeling in this work is the same as previous report by Wiwanitkit et al[5]. Briefly, the primary agreement was there had to be a specific amount of required energy for reaction between lopinavir/ritonavir and its target enzyme and this energy is a specific constant for the reaction. Based on bonding theory, the required amount of lopinavir/ritonavir was varied to the two substrates, lopinavir/ritonavir and target, protease. Here, the simple equation ‘A + B ? C where A was the target enzyme, B was lopinavir/ritonavir and C was end product’ could be written.","","False","Asian Pacific Journal of Tropical Medicine","2019-nCoV|2019-nCoV|Wiwanitkit et al[5|Briefly|two","unk","#2515","","","CARDINAL|CARDINAL|ORG|GPE|CARDINAL","WHO","2020-01-01","3006177842","10.4103/1995-7645.277815",""
"Lee, Chih-Hung","Role of dermatologists in the uprising of the novel corona virus (COVID-19): Perspectives and opportunities","The outbreak of coronavirus disease 2019 (COVID-19) from Wuhan, China, since the end of the year 2019, has infected more than 70,000 people and claimed several thousands of lives ever since worldwide. Although the disease is mainly limited to China to date, there are increased numbers of confirmed patients and increased public concerns of community spreading recently in several countries. Although the virus seldom causes viral exanthem, as professional and consulting dermatologists, we remain actively engaged in the healthcare and in the academic interests for COVID-19.","","False","Dermatologica Sinica","2019|COVID-19|Wuhan|China|the end of the year 2019|more than 70,000|several thousands|China|COVID-19","unk","#5775","","","DATE|ORG|GPE|GPE|DATE|CARDINAL|CARDINAL|GPE|ORG","WHO","2020-01-01","","10.4103/ds.ds_5_20",""
"Saurabh Bobdey, Sougat Ray","Going viral – Covid-19 impact assessment: A perspective beyond clinical practice","In the realm of infectious diseases, a global outbreak is a worst-case scenario. In the past, outbreaks such as plague, Spanish flu, severe acute respiratory syndrome, and H1N1 (swine flu) have caused great human suffering. The novel coronavirus, christened as Covid-19, is a zoonotic disease which originated from the Wuhan province in China and spread like wildfire killing people and devastating the global economy. Mammoth efforts are still on to control this viral strain from further spread. Cities have been blocked, air travel banned, ships have been quarantined, and panic-stricken people have been evacuated from China. As Covid-19 continues to ravage countries across the globe, this article is an effort to provide an overview of the impact of Covid-19 and tickle wits of intellectuals to think how easily a nanometer organism can virtually bring down superpowers of the world.","","False","Journal of Marine Medical Society","Spanish|H1N1|Covid-19|Wuhan|China|China|Covid-19|Covid-19","unk","#5585","","","NORP|PERSON|PERSON|GPE|GPE|GPE|PERSON|CARDINAL","WHO","2020-01-01","","10.4103/jmms.jmms_12_20",""
"Ki, Moran; nCoV, Task Force For","Epidemiologic characteristics of early cases with 2019 novel coronavirus (2019-nCoV) disease in Republic of Korea","Since the first case of 2019 novel coronavirus (2019-nCoV) in South Korea was confirmed on January 20, 2020, there have been 24 confirmed cases of 2019-nCoV. The majority of these cases (58.3%; n=14) were male, with a median age of 42 years (range, 21-62 years). Of the confirmed cases, 15 were index cases (63%), six were first-generation patients (24%), and three were second-generation patients (12.5%). All the first- and second-generation patients were family members or close acquaintances of index cases. All the index cases entered the South Korea from January 19 to 24, 2020. The average incubation period was 3.6 days (median, 4 days) and the reproduction number (R0) was calculated as 0.5. Two of the confirmed cases were asymptomatic. As of February 8, 22 patients with 2019-nCoV are hospitalized in South Korea, and 2 have been discharged from the hospital. The epidemiological indicators will be revised as new information becomes available in the future. Sharing epidemiological information among researchers around the world is essential for efficient preparations and responses to new infectious diseases.","","False","Epidemiology and Health","first|2019|2019-nCoV|South Korea|January 20, 2020|24|2019-nCoV.|58.3%|age of 42 years|21-62 years|15|63%|six|first|24%|three|second|12.5%|second|South Korea|January 19 to 24, 2020|3.6 days|4 days|0.5|Two|February 8|22|2019-nCoV|South Korea|2","unk","#567","","32035431","ORDINAL|DATE|CARDINAL|GPE|DATE|CARDINAL|CARDINAL|PERCENT|DATE|DATE|CARDINAL|PERCENT|CARDINAL|ORDINAL|PERCENT|CARDINAL|ORDINAL|PERCENT|ORDINAL|GPE|DATE|DATE|DATE|CARDINAL|CARDINAL|DATE|CARDINAL|CARDINAL|GPE|CARDINAL","WHO","2020-02-09","3006364226","10.4178/epih.e2020007",""
"Choi, Sunhwa Choi; Ki, Moran","Estimating the reproductive number and the outbreak size of Novel Coronavirus disease (COVID-19) using mathematical model in Republic of Korea","OBJECTIVES: Since the first novel coronavirus disease(COVID-19) patient was diagnosed on 20-Jan, about 30 patients were diagnosed in Korea until 17-Feb. However, 5,298 more patient were confirmed until 4-Mar. The purpose is to estimate and evaluate the effectiveness of preventive measures using mathematical modeling. METHODS: Deterministic mathematical model(SEIHR) has been established to suit the Korean outbreak. The number of confirmed patients in Daegu and North Gyeongsang Province(Daegu/NGP), the main area of outbreak, were used. The first patient's symptom onset date was assumed on 22-Jan. We estimate the reproduction number(R), and the effect of preventive measures, assuming that the effect has been shown from 29-Feb. or 5-Mar. RESULTS: The estimated R in Hubei Province was 4.2655, while the estimated initial R in Korea was 0.5555, but later in Daegu/NGP, the value was between 3.4721 and 3.5428. When the transmission period decreases from 4 days to 2 days, the outbreak finished early, but the peak of the epidemic has increased, and the total number of patients has not changed much. If transmission rate decreases about 90% or 99%, the outbreak finished early, and the size of the peak and the total number of patients also decreased. CONCLUSION: To early end of the COVID-19 epidemic, efforts to reduce the spread of the virus such as social distancing and mask wearing are absolutely crucial with the participation of the public, along with the policy of reducing the transmission period by finding and isolating patients as quickly as possible through efforts by the quarantine authorities.","","False","Epidemiology and Health","first|20-Jan|about 30|Korea|17-Feb|5,298|4-Mar|Deterministic|model(SEIHR|Korean|Daegu|North Gyeongsang|first|22-Jan|29-Feb|5-Mar|Hubei Province|4.2655|Korea|0.5555|Daegu/NGP|3.4721|3.5428|4 days|2 days|about 90% or 99%|COVID-19","unk","#7648","","","ORDINAL|CARDINAL|CARDINAL|GPE|CARDINAL|CARDINAL|CARDINAL|NORP|PERSON|NORP|ORG|LOC|ORDINAL|CARDINAL|CARDINAL|CARDINAL|GPE|PERSON|GPE|CARDINAL|ORG|CARDINAL|CARDINAL|DATE|DATE|PERCENT|ORG","WHO","2020-03-12","","10.4178/epih.e2020011",""
"Maffioli, Elisa M.","How Is the World Responding to the 2019 Coronavirus Disease Compared with the 2014 West African Ebola Epidemic? The Importance of China as a Player in the Global Economy","This article describes similarities and differences in the response of governments and the international community to the current 2019 coronavirus disease (COVID-19) and the 2014 West African Ebola epidemic. It expresses the opinion that the speed and scale of the response to the 2019 COVID-19 are affected by the important role that China plays in the global economy. By contrast, insufficient and less timely action was initially undertaken in West African countries during the 2014 Ebola epidemic. It concludes by stating why preparedness for and response to all disease outbreaks, also in countries of lower economic importance, should become a priority in the global health agenda.","","False","The American Journal of Tropical Medicine and Hygiene","2019|2014|West African|2019|COVID-19|China|West African|2014","unk","#7848","","","DATE|DATE|NORP|DATE|PERSON|GPE|NORP|DATE","WHO","2020-03-11","","10.4269/ajtmh.20-0135",""
"Neher, Richard A.; Dyrdak, Robert; Druelle, Valentin; Hodcroft, Emma B.; Albert, Jan","Potential impact of seasonal forcing on a SARS-CoV-2 pandemic","A novel coronavirus (SARS-CoV-2) first detected in Wuhan, China, has spread rapidly since December 2019, causing more than 100,000 confirmed infections and 4000 fatalities (as of 10 March 2020). The outbreak has been declared a pandemic by the WHO on Mar 11, 2020. Here, we explore how seasonal variation in transmissibility could modulate a SARS-CoV-2 pandemic. Data from routine diagnostics show a strong and consistent seasonal variation of the four endemic coronaviruses (229E, HKU1, NL63, OC43) and we parameterise our model for SARS-CoV-2 using these data. The model allows for many subpopulations of different size with variable parameters. Simulations of different scenarios show that plausible parameters result in a small peak in early 2020 in temperate regions of the Northern Hemisphere and a larger peak in winter 2020/2021. Variation in transmission and migration rates can result in substantial variation in prevalence between regions. While the uncertainty in parameters is large, the scenarios we explore show that transient reductions in the incidence rate might be due to a combination of seasonal variation and infection control efforts but do not necessarily mean the epidemic is contained. Seasonal forcing on SARS-CoV-2 should thus be taken into account in the further monitoring of the global transmission. The likely aggregated effect of seasonal variation, infection control measures, and transmission rate variation is a prolonged pandemic wave with lower prevalence at any given time, thereby providing a window of opportunity for better preparation of health care systems.","","False","Swiss Medical Weekly","first|Wuhan|China|December 2019|more than 100,000|4000|10 March 2020|WHO|Mar 11, 2020|four|229E|HKU1|OC43|early 2020|the Northern Hemisphere|winter 2020/2021|seasonal|Seasonal|seasonal","unk","#8708","","","ORDINAL|GPE|GPE|DATE|CARDINAL|CARDINAL|DATE|ORG|DATE|CARDINAL|CARDINAL|ORG|GPE|DATE|LOC|DATE|DATE|DATE|DATE","WHO","2020-03-16","","10.4414/smw.2020.20224",""
"Wang, Xu; Zhang, Xiaoxi; He, Jiangjiang","Challenges to the system of reserve medical supplies for public health emergencies: reflections on the outbreak of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) epidemic in China","On December 31, 2019, the Wuhan Municipal Health Commission announced an outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), China is now at a critical period in the control of the epidemic. The Chinese Government has been taking a series of rapid, comprehensive, and effective prevention and control measures. As the pandemic has developed, a fact has become apparent: there is a serious dearth of emergency medical supplies, and especially an extreme shortage of personal protective equipment such as masks and medical protective clothing. This is one of the major factors affecting the progress of epidemic prevention and control. Although China has made great efforts to strengthen the ability to quickly respond to public health emergencies since the SARS outbreak in 2003 and it has clarified requirements for emergency supplies through legislation, the emergency reserve supplies program has not been effectively implemented, and there are also deficiencies in the types, quantity, and availability of emergency medical supplies. A sound system of emergency reserve supplies is crucial to the management of public health emergencies. Based on international experiences with pandemic control, the world should emphasize improving the system of emergency reserve medical supplies in the process of establishing and improving public health emergency response systems, and it should promote the establishment of international cooperative programs to jointly deal with public health emergencies of international concern in the future.","","False","BioScience Trends","December 31, 2019|the Wuhan Municipal Health Commission|2|China|The Chinese Government|one|China|2003","unk","#1005","","32062645","DATE|ORG|CARDINAL|GPE|ORG|CARDINAL|GPE|DATE","WHO","2020-02-29","3006332573","10.5582/bst.2020.01043",""
"Song, Peipei; Karako, Takashi","COVID-19: Real-time dissemination of scientific information to fight a public health emergency of international concern","Rapidly sharing scientific information is an effective way to reduce public panic about COVID-19, and doing so is the key to providing real-time guidance to epidemiologists working to contain the outbreak, clinicians managing patients, and modelers helping to understand future developments and the possible effectiveness of various interventions. This issue has rapidly reviewed and published articles describing COVID-19, including the drug treatment options for SARS-CoV-2, its clinical characteristics, and therapies involving a combination of Chinese and Western medicine, the efficacy of chloroquine phosphate in the treatment of COVID-19 associated pneumonia according to clinical studies, and reflections on the system of reserve medical supplies for public health emergencies. As an academic journal, we will continue to quickly and transparently share data with frontline healthcare workers who need to know the epidemiological and clinical features of COVID-19.","","False","BioScience Trends","COVID-19|COVID-19|Chinese|Western|COVID-19|COVID-19","unk","#1766","","32092748","ORG|CARDINAL|NORP|NORP|ORG|ORG","WHO","2020-02-29","1559091631","10.5582/bst.2020.01056",""
"Dong, Liying; Hu, Shasha; Gao, Jianjun","Discovering drugs to treat coronavirus disease 2019 (COVID-19)","The SARS-CoV-2 virus emerged in December 2019 and then spread rapidly worldwide, particularly to China, Japan, and South Korea. Scientists are endeavoring to find antivirals specific to the virus. Several drugs such as chloroquine, arbidol, remdesivir, and favipiravir are currently undergoing clinical studies to test their efficacy and safety in the treatment of coronavirus disease 2019 (COVID-19) in China; some promising results have been achieved thus far. This article summarizes agents with potential efficacy against SARS-CoV-2.","","False","Drug Discoveries & Therapeutics","December 2019|China|Japan|South Korea|2019|COVID-19|China","unk","#5186","","","DATE|GPE|GPE|GPE|DATE|ORG|GPE","WHO","2020-02-29","2604381070","10.5582/ddt.2020.01012",""
"Won, Joungha; Lee, Solji; Park, Myungsun; Kim, Tai Young; Park, Mingu Gordon; Choi, Byung Yoon; Kim, Dongwan; Chang, Hyeshik; Kim, V. Narry; Lee, C. Justin","Development of a Laboratory-safe and Low-cost Detection Protocol for SARS-CoV-2 of the Coronavirus Disease 2019 (COVID-19)","The severe acute respiratory coronavirus 2 (SARS-CoV-2), which emerged in December 2019 in Wuhan, China, has spread rapidly to over a dozen countries. Especially, the spike of case numbers in South Korea sparks pandemic worries. This virus is reported to spread mainly through personto- person contact via respiratory droplets generated by coughing and sneezing, or possibly through surface contaminated by people coughing or sneezing on them. More critically, there have been reports about the possibility of this virus to transmit even before a virus-carrying person to show symptoms. Therefore, a low-cost, easy-access protocol for early detection of this virus is desperately needed. Here, we have established a real-time reverse-transcription PCR (rtPCR)-based assay protocol composed of easy specimen self-collection from a subject via pharyngeal swab, Trizolbased RNA purification, and SYBR Green-based rtPCR. This protocol shows an accuracy and sensitivity limit of 1-10 virus particles as we tested with a known lentivirus. The cost for each sample is estimated to be less than 15 US dollars. Overall time it takes for an entire protocol is estimated to be less than 4 hours. We propose a cost-effective, quick-and-easy method for early detection of SARS-CoV-2 at any conventional Biosafety Level II laboratories that are equipped with a rtPCR machine. Our newly developed protocol should be helpful for a first-hand screening of the asymptomatic virus-carriers for further prevention of transmission and early intervention and treatment for the rapidly propagating virus.","","False","Experimental Neurobiology","2|December 2019|Wuhan|China|over a dozen|South Korea|Trizolbased RNA purification|SYBR Green|rtPCR|1-10 virus|less than 15 US dollars|less than 4 hours|Biosafety Level II|rtPCR|first","unk","#6809","","32156101","CARDINAL|DATE|GPE|GPE|CARDINAL|GPE|ORG|PERSON|ORG|QUANTITY|MONEY|TIME|PERSON|ORG|ORDINAL","WHO","2020-03-11","","10.5607/en20009",""
"Cheng, Allen C.; Williamson, Deborah A.","An outbreak of <scp>COVID</scp> ‐19 caused by a new coronavirus: what we know so far","An outbreak of a novel coronavirus, now formally named severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2) and causing coronavirus disease 2019 (COVID‐19), emerged in the city of Wuhan in Hubei province in central China in December 2019. The first cases were noted as a cluster of patients with pneumonia who were all linked to a live animal market, and testing found the presence of a previously unknown coronavirus. Coronaviruses are a group of viruses that affect both animals and humans, and several (OC43, 229E, HKU1 and NL63) are a cause of the common cold.1, 2 However, two coronaviruses have previously caused significant outbreaks associated with more severe disease: the SARS coronavirus in 2002–2003 and the Middle East respiratory syndrome coronavirus that emerged in 2012.1, 2 Chinese authorities and researchers should be commended for their rapid sharing of viral sequences which enabled laboratories worldwide to develop diagnostic tests within weeks of discovery of the pathogen.3 An Australian laboratory subsequently isolated the virus from a clinical sample (the first to do so outside of China), and rapidly shared this virus with relevant global agencies, further aiding diagnostic, therapeutic and vaccine development efforts. Information on the new virus and its impact is being updated constantly. We know that SARS‐CoV‐2 can cause severe disease, although active surveillance of contacts is required to define the milder end of the disease spectrum and to estimate the true hospitalisation and case fatality ratio. The cases reported to date suggest that most are older adults; it is currently unclear whether comorbidities reflect the age group affected or whether they are risk factors for severe disease.4, 5 Early studies using data before the institution of public health interventions in China suggest that SARS‐CoV‐2 is as transmissible as SARS coronavirus and probably more transmissible than influenza viruses.6, 7 The timing of infectiousness relative to symptom onset is a particularly important parameter with implications for public health control. While reports suggest that asymptomatic infection and transmission may result from minimally symptomatic cases, the contribution of this to transmission is not yet known.8 Careful analysis of early data suggests that the mean incubation period is 6 days, with a range of up to 14 days.9 Reports of large outbreaks, particularly associated with hospitals and closed communities, raise the possibility of “superspreading” events, a feature of previous coronavirus outbreaks.10 The importance of infection control is also reinforced by a report that 41% of cases in Wuhan were acquired nosocomially (including 40 health care workers and 17 patients).4 As at 26 February 2020, there were 23 confirmed cases of COVID‐19 in Australia, across five jurisdictions. Although reported case numbers in China are slowing, large outbreaks on a cruise ship in Japan, and in South Korea, Iran and Italy are concerning and highlight our interconnected world. However, it is likely that this will change in the days or weeks ahead. Although absolute case numbers are small in Australia, the public health, political and societal ramifications have already been considerable, ranging from travel restrictions on non‐Australians coming from China, the use of offshore and remote quarantine facilities, and disturbing reports of racism against members of our Asian community (https://insig​htplus.mja.com.au/2020/5/coron​avirus-no-place-for-racism-xenop​hobia/).","","False","Medical Journal of Australia","2|SARS‐CoV‐2|2019|COVID‐19|Wuhan|Hubei|China|December 2019|first|229E|HKU1|2|two|2002–2003|Middle East|2012.1|2|Chinese|weeks|Australian|first|China|SARS‐CoV‐2|5|China|SARS‐CoV‐2|6 days|up to 14|41%|Wuhan|40|17|26 February 2020|23|COVID‐19|Australia|five|China|Japan|South Korea|Iran|Italy|the days or weeks ahead|Australia|China|Asian","unk","#5128","","","CARDINAL|PERSON|DATE|ORG|GPE|GPE|GPE|DATE|ORDINAL|CARDINAL|ORG|CARDINAL|CARDINAL|CARDINAL|LOC|CARDINAL|CARDINAL|NORP|DATE|NORP|ORDINAL|GPE|PERSON|CARDINAL|GPE|PERSON|DATE|CARDINAL|PERCENT|GPE|CARDINAL|CARDINAL|DATE|CARDINAL|ORG|GPE|CARDINAL|GPE|GPE|GPE|GPE|GPE|DATE|GPE|GPE|NORP","WHO","2020-03-08","","10.5694/mja2.50530",""
