publish_time,url,has_pdf_parse,sha,pmcid,pubmed_id,has_pmc_xml_parse,authors,journal,title,abstract,Microsoft Academic Paper ID,full_text_file,category,source_x,license,WHO #Covidence,term,doi
2020-04-11,https://doi.org/10.1101/2020.04.06.20055749,True,f3b6496d14052be2da77240e821aae5e546f9bde,,,False,Josimar E Chire Saire,,Infoveillance based on Social Sensors to Analyze the impact of Covid19 in South American Population,"Infoveillance is an application from Infodemiology field with the aim to monitor public health and create public policies. Social sensor is the people providing thought, ideas through electronic communication channels(i.e. Internet). The actual scenario is related to tackle the covid19 impact over the world, many countries have the infrastructure, scientists to help the growth and countries took actions to decrease the impact. South American countries have a different context about Economy, Health and Research, so Infoveillance can be a useful tool to monitor and improve the decisions and be more strategical. The motivation of this work is analyze the capital of Spanish Speakers Countries in South America using a Text Mining Approach with Twitter as data source. The preliminary results helps to understand what happens two weeks ago and opens the analysis from different perspectives i.e. Economics, Social.",,biorxiv_medrxiv,ORG|NORP|ORG|ORG|NORP|LOC|GPE|DATE|ORG|ORG,medrxiv,medrvix,,"channels(i.e|South American|Economy, Health and Research|Infoveillance|Spanish Speakers Countries|South America|Twitter|two weeks ago|Economics|Social Sensors to Analyze",10.1101/2020.04.06.20055749
2020-04-11,https://doi.org/10.1101/2020.04.06.20055780,False,,,,False,Pierre-Julien CUNGI; Quentin Mathais; Erwan D'aranda; Mickael Cardinale; Philippe Goutorbe; Julien Bordes; Eric Meaudre,,Oxygen needs in austere environment: French military health service experience,"INTRODUCTION: Management of Oxygen supplies is a recurring problem for the intensivists and anesthesiologists working in an austere environment. The French military health service has chosen oxygen concentrators (OC) as the primary source of oxygen. OBJECTIVES: The main objective was to evaluate the feasibility of using OC as the main source of 02 for intensive care patients. We assess the need to use pressurized 02 during the ICU hospitalization. The secondary objectives were to identify the causes of the use of pressurized 02. MATERIAL AND METHOD: We realize an interventional cohort study at the French role 3 hospitals located in the Republic of Djibouti. The criteria of inclusion were all patients aged over 18 years, requiring oxygen and admitted to intensive care. RESULTS: We include 35 patients over 6-month period for 251 days of oxygenation, including 142 days of invasive mechanical ventilation. The population include 21 (60%) men, aged of 35 (30 - 49) years. Twenty-eight (80%) patients benefits of invasive ventilation. Median 02 administration duration was 6 (3-10) days, and the median duration of mechanical ventilation was 3 (1-5) days. Nineteen pressurized O2 treatments were required over 251 days of oxygen therapy, or 7.5% of the total oxygen therapy time. The causes of recourse were in 10 cases (52.6%) severe ARDS, in 6 cases (31.6%) an emergency orotracheal intubation and in 3 cases (15.8%) a transfer. Only one OC dysfunction occurred during the study. CONCLUSION: OC can be used as a primary source for intensive care patients in an austere environment. The use of pressurized 02 remains imperative in the event of an electrical failure and the need to use high Fi02 over 60%.",,biorxiv_medrxiv,NORP|ORG|ORG|CARDINAL|CARDINAL|ORG|CARDINAL|PERSON|NORP|CARDINAL|GPE|DATE|CARDINAL|QUANTITY|DATE|DATE|CARDINAL|PERCENT|CARDINAL|DATE|DATE|CARDINAL|PERCENT|CARDINAL|CARDINAL|DATE|CARDINAL|DATE|PERSON|DATE|PERCENT|CARDINAL|PERCENT|ORG|CARDINAL|PERCENT|CARDINAL|PERCENT|CARDINAL|ORG|ORG|CARDINAL|PERCENT|ORG|NORP,medrxiv,medrvix,,French|OC|OC|02|02|ICU|02|METHOD|French|3|the Republic of Djibouti|18 years|35|6-month|251 days|142 days|21|60%|35|30 - 49|years|Twenty-eight|80%|02|6|3-10) days|3|1-5) days|Nineteen|over 251 days|7.5%|10|52.6%|ARDS|6|31.6%|3|15.8%|Only one|OC|OC|02|60%|Oxygen|French,10.1101/2020.04.06.20055780
2020-04-11,https://doi.org/10.1101/2020.04.06.20055830,True,ec5c4fc8dc496b32b85dfed9a17b50a6e61f32c8,,,False,Janik Schuttler; Reinhard Schlickeiser; Frank Schlickeiser; Martin Kroger,,"Covid-19 predictions using a Gauss model, based on data from April 2","We propose a Gauss model (GM), a map from time to the bell-shaped Gauss function to model the casualties per day and country, as a quick and simple model to make predictions on the coronavirus epidemic. Justified by the sigmoidal nature of a pandemic, i.e. initial exponential spread to eventual saturation, we apply the GM to the first corona pandemic wave using data from 25 countries, for which a sufficient amount of not yet fully developed data exists, as of April 2, 2020, and study the model's predictions. We find that logarithmic daily fatalities caused by Covid-19 are well described by a quadratic function in time. By fitting the data to second order polynomials from a statistical $\chi^2$-fit with 95% confidence, we are able to obtain the characteristic parameters of the GM, i.e. a width, peak height and time of peak, for each country separately. We provide evidence that this supposedly oversimplifying model might still have predictive power and use it to forecast the further course of the fatalities caused by Covid-19 per country, including peak number of deaths per day, date of peak, and duration within most deaths occur. While our main goal is to present the general idea of the simple modeling process using GMs, we also describe possible estimates for the number of required respiratory machines and the duration left until the number of infected will be significantly reduced.",,biorxiv_medrxiv,ORG|ORG|ORG|ORG|ORDINAL|CARDINAL|DATE|DATE|CARDINAL|ORDINAL|PERCENT|ORG|CARDINAL|CARDINAL|ORG|DATE,medrxiv,medrvix,,"Gauss|GM|Gauss|GM|first|25|April 2, 2020|daily|Covid-19|second|95%|GM|Covid-19|Covid-19|Gauss|April 2",10.1101/2020.04.06.20055830
2020-04-11,https://doi.org/10.1101/2020.04.06.20055848,True,080d57a332b0d1f0a5b0c27180bf930ef6dd7135,,,False,Fabrizio Pecoraro; Fabrizio Clemente; Daniela Luzi,,The efficiency in the ordinary hospital bed management in Italy: an in-depth analysis of intensive care unit in the areas affected by COVID-19 before the outbreak,"In the first months of 2020 an increasing number of individuals worldwide are infected by the coronavirus disease 2019 (COVID-19). A particularly severe diffusion of the virus has affected Italy and in particular its northern regions. This is resulting in a high demand of hospitalization with a particular attention on the intensive care units (ICUs). Hospitals are suffering the high degree of patients to be treated for respiratory diseases and the majority of the structures located in the north of Italy are or are going to be saturated. This has led the actual and past national and regional governments to be heavily criticized for reducing in the past years the number of beds, in particular those located in the ICUs across the country. Aim of this study is to analyse the availability of hospital beds across the country as well as to determine their management in terms of complexity and performance of cases treated at regional level. The results of this study underlines that, despite the reduction of beds for the majority of the hospital wards, ICUs availabilities did not change between 2010 and 2017. Moreover, this study confirms that the majority of the Italian regions efficiently manage these structural facilities allowing hospitals to treat patients without the risk of having an overabundance of patients and a scarcity of beds. In fact, this analysis shows that, in normal situations, the management of hospital and intensive care beds has no critical levels.",,biorxiv_medrxiv,DATE|DATE|ORG|GPE|GPE|DATE|DATE|NORP|GPE|PERSON,medrxiv,medrvix,,the first months of 2020|2019|COVID-19|Italy|Italy|the past years|between 2010 and 2017|Italian|Italy|COVID-19,10.1101/2020.04.06.20055848
2020-04-11,https://doi.org/10.1101/2020.04.06.20055863,True,563038255124347e90e19c0708e2d0c4f4b4405b,,,False,Mathias Peirlinck; Francisco Sahli Costabal; Kevin Linka; Ellen Kuhl,,Outbreak dynamics of COVID-19 in China and the United States,"On March 11, 2020, the World Health Organization declared the coronavirus disease 2019, COVID-19, a global pandemic. In an unprecedented collective effort, massive amounts of data are now being collected worldwide to estimate the immediate and long-term impact of this pandemic on the health system and the global economy. However, the precise timeline of the disease, its transmissibility, and the effect of mitigation strategies remain incompletely understood. Here we integrate a global network model with a local epidemic SEIR model to quantify the outbreak dynamics of COVID-19 in China and the United States. For the outbreak in China, in n=30 provinces, we found a latent period of 2.56+/-0.72 days, a contact period of 1.47+/-0.32 days, and an infectious period of 17.82+/-2.95 days. We assume that the latent and infectious periods are disease-specific and the contact period is behavior-specific and can vary between different communities, states, or countries. For the early stages of the outbreak in the United States, in n=50 states, we adopted the latent and infectious periods from China, and found a contact period of 3.38+/-0.69 days. With no additional mitigation strategies, our epidemic network model predicts a basic reproduction number of 5.3+/-0.95 and a nationwide peak of the outbreak on May 10, 2020 with 3 million infections across the United States. Our results demonstrate how mathematical modeling can help estimate outbreak dynamics and provide decision guidelines for mitigating the COVID-19 pandemic. We anticipate that our model will become a valuable tool to estimate the potential of vaccination and quantify the effect of relaxing political measures including total lock down, shelter in place, and travel restrictions for low-risk subgroups of the population or for the population as a whole.",,biorxiv_medrxiv,DATE|ORG|DATE|ORG|ORG|CARDINAL|GPE|GPE|GPE|DATE|DATE|DATE|GPE|GPE|GPE|DATE|CARDINAL|DATE|CARDINAL|GPE|ORG|CARDINAL|GPE|GPE,medrxiv,medrvix,,"March 11, 2020|the World Health Organization|2019|COVID-19|SEIR|COVID-19|China|the United States|China|2.56+/-0.72 days|1.47+/-0.32 days|17.82+/-2.95 days|the United States|n=50|China|3.38+/-0.69 days|5.3+/-0.95|May 10, 2020|3 million|the United States|COVID-19|COVID-19|China|the United States",10.1101/2020.04.06.20055863
2020-04-11,https://doi.org/10.1101/2020.04.06.20055988,True,9fb51f09a4454a8975a7842a5f1f31fd26749b83,,,False,Junaid A Razzak; Junaid Ahmad Bhatti; Muhammad Ramzan Tahir; Omrana Pasha-Razzak,,ESTIMATING COVID-19 INFECTIONS IN HOSPITAL WORKERS IN THE UNITED STATES,"Objective: We estimated that how many hospital workers in the United States (US) might get infected or die in the COVID-19 pandemic. We also estimated the impact of personal protective equipment (PPE) and age restrictions on these estimates. Methods: Our secondary analyses estimated hospital worker infections in the US based on health worker infection and death rates per 100 deaths from COVID-19 in Hubei and Italy. We used Monte Carlo simulations to compute point estimates with 95% confidence intervals for hospital worker infections in the US based on the two scenarios. We computed potential decrease in infections if the PPE were available only to those involved in direct care of COVID-19 patients (~ 30%) and if workers aged ≥ 60 years are restricted from patient care. Estimates were adjusted for hospital workers per bed in the US compared to China and Italy. Results: The hospital worker infections per 100 deaths were 108.2 in Hubei and 94.1 in Italy. Based on Hubei scenario, we estimated that about 53,640 US hospital workers (95% CI: 43,160 to 62,251) might get infected from COVID-19. The Italian scenario suggested 53,097 US hospital worker (95% CI: 37,133 to 69,003) might get infected during the pandemic. Availability of PPE to high-risk workers could reduce counts to 28,100 (95% CI: 23,048 to 33,242) considering Hubei and to 28,354 (95% CI: 19,829 to 36,848) considering Italy. Restricting hospital workers aged ≥ 60 years from direct patient care reduced counts to 1,985 (95% CI: 1,627 to 2,347) considering Hubei and to 2,002 (95% CI: 1,400 to 2,602) considering the Italian scenario. Conclusion: We estimated significant burden of illness due to COVID-19 if no strategies are adopted. Making PPE available to all hospital workers and reducing exposure of hospital workers above the age of 60 could have significant reductions in hospital worker infections.",,biorxiv_medrxiv,GPE|GPE|ORG|ORG|ORDINAL|GPE|CARDINAL|CARDINAL|GPE|GPE|PERSON|PERCENT|GPE|CARDINAL|ORG|ORG|PERCENT|DATE|GPE|GPE|GPE|CARDINAL|CARDINAL|GPE|CARDINAL|GPE|ORG|CARDINAL|GPE|PERCENT|GPE|CARDINAL|CARDINAL|ORG|NORP|CARDINAL|GPE|PERCENT|GPE|CARDINAL|CARDINAL|ORG|CARDINAL|PERCENT|GPE|CARDINAL|CARDINAL|GPE|CARDINAL|PERCENT|GPE|CARDINAL|CARDINAL|GPE|DATE|CARDINAL|PERCENT|GPE|CARDINAL|CARDINAL|GPE|CARDINAL|PERCENT|GPE|CARDINAL|CARDINAL|NORP|ORG|ORG|DATE|ORG|GPE,medrxiv,medrvix,,"the United States|US|COVID-19|PPE|secondary|US|100|COVID-19|Hubei|Italy|Monte Carlo|95%|US|two|PPE|COVID-19|30%|60 years|US|China|Italy|100|108.2|Hubei|94.1|Italy|Based on Hubei|about 53,640|US|95%|CI|43,160|62,251|COVID-19|Italian|53,097|US|95%|CI|37,133|69,003|PPE|28,100|95%|CI|23,048|33,242|Hubei|28,354|95%|CI|19,829|36,848|Italy|60 years|1,985|95%|CI|1,627|2,347|Hubei|2,002|95%|CI|1,400|2,602|Italian|COVID-19|PPE|the age of 60|INFECTIONS IN HOSPITAL WORKERS|THE UNITED STATES",10.1101/2020.04.06.20055988
2020-04-11,https://doi.org/10.1101/2020.04.06.20056119,True,8f5c5631cca22541a8cea87fb688b17f1266b859,,,False,Jonatan Gomez; Jeisson Prieto; Elizabeth Leon; Arles Rodriguez,,INFEKTA: A General Agent-based Model for Transmission of Infectious Diseases: Studying the COVID-19 Propagation in Bogota - Colombia,"The transmission dynamics of the coronavirus - COVID-19- have challenged humankind at almost every level. Currently, research groups around the globe are trying to figure out such transmission dynamics using different scientific and technological approaches. One of those is by using mathematical and computational models like the compartmental model or the agent-based models. In this paper, a general agent-based model, called INFEKTA, that combines the transmission dynamics of an infectious disease with agents (individuals) that can move on a complex network of accessible places defined over a Euclidean space representing a real town or city is proposed. The applicability of INFEKTA is shown by modeling the transmission dynamics of the COVID-19 in Bogotá city, the capital of Colombia.",,biorxiv_medrxiv,CARDINAL|GPE|GPE|GPE|GPE|PERSON|ORG|ORG|GPE|GPE,medrxiv,medrvix,,One|INFEKTA|INFEKTA|Bogotá city|Colombia|INFEKTA|Model for Transmission of Infectious Diseases|the COVID-19 Propagation|Bogota|Colombia,10.1101/2020.04.06.20056119
2020-04-11,https://doi.org/10.1101/2020.04.06.20056127,True,0f721af678b7d9b8abb4b6446af908e6f19705d2,,,False,Qibin Liu; Xuemin Fang; Shinichi Tokuno; Ungil Chung; Xianxiang Chen; Xiyong Dai; Xiaoyu Liu; Feng Xu; Bing Wang; Peng Peng,,"Prediction of the clinical outcome of COVID-19 patients using T lymphocyte subsets with 340 cases from Wuhan, China: a retrospective cohort study and a web visualization tool","Background Wuhan, China was the epicenter of the 2019 coronavirus outbreak. As a designated hospital, Wuhan Pulmonary Hospital has received over 700 COVID-19 patients. With the COVID-19 becoming a pandemic all over the world, we aim to share our epidemiological and clinical findings with the global community. Methods In this retrospective cohort study, we studied 340 confirmed COVID-19 patients from Wuhan Pulmonary Hospital, including 310 discharged cases and 30 death cases. We analyzed their demographic, epidemiological, clinical and laboratory data and implemented our findings into an interactive, free access web application. Findings Baseline T lymphocyte Subsets differed significantly between the discharged cases and the death cases in two-sample t-tests: Total T cells (p < 2.2e-16), Helper T cells (p < 2.2e-16), Suppressor T cells (p = 1.8-14), and TH/TS (Helper/Suppressor ratio, p = 0.0066). Multivariate logistic regression model with death or discharge as the outcome resulted in the following significant predictors: age (OR 1.05, p 0.04), underlying disease status (OR 3.42, p 0.02), Helper T cells on the log scale (OR 0.22, p 0.00), and TH/TS on the log scale (OR 4.80, p 0.00). The McFadden pseudo R-squared for the logistic regression model is 0.35, suggesting the model has a fair predictive power. Interpretation While age and underlying diseases are known risk factors for poor prognosis, patients with a less damaged immune system at the time of hospitalization had higher chance of recovery. Close monitoring of the T lymphocyte subsets might provide valuable information of the patients condition change during the treatment process. Our web visualization application can be used as a supplementary tool for the evaluation.",,biorxiv_medrxiv,GPE|GPE|DATE|ORG|CARDINAL|PERSON|PERSON|CARDINAL|PERSON|ORG|CARDINAL|CARDINAL|ORG|CARDINAL|DATE|LOC|CARDINAL|ORG|ORG|CARDINAL|ORG|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|ORG|CARDINAL|CARDINAL|CARDINAL|CARDINAL|GPE|GPE,medrxiv,medrvix,,Wuhan|China|2019|Wuhan Pulmonary Hospital|700|COVID-19|COVID-19|340|COVID-19|Wuhan Pulmonary Hospital|310|30|Subsets|two|2.2e-16|Suppressor|1.8-14|TH/TS|Helper/Suppressor|0.0066|Multivariate|0.04|3.42|0.02|0.22|0.00|TH/TS|0.00|0.35|COVID-19|340|Wuhan|China,10.1101/2020.04.06.20056127
2020-04-11,https://doi.org/10.1101/2020.04.07.029132,True,320028483851f94ab7be6983f9346f4beae3f324,,,False,Priyanka Saha; Arup Kumar Banerjee; Prem Prakash Tripathi; Amit Kumar Srivastava; Upasana Ray,,A virus that has gone viral: Amino acid mutation in S protein of Indian isolate of Coronavirus COVID-19 might impact receptor binding and thus infectivity,"AbstractSince 2002, beta coronaviruses (CoV) have caused three zoonotic outbreaks, SARS-CoV in 2002, MERS-CoV in 2012, and the recent outbreak of SARS-CoV-2 late in 2019 (also named as COVID-19 or novel coronavirus 2019 or nCoV2019. Spike(S) protein, one of the structural proteins of this virus plays key role in receptor (ACE2) binding and thus virus entry. Thus, this protein has attracted scientists for detailed study and therapeutic targeting. As the 2019 novel coronavirus takes its course throughout the world, more and more sequence analyses are been done and genome sequences getting deposited in various databases. From India two clinical isolates have been sequenced and the full genome deposited in GenBank. We have performed sequence analyses of the spike protein of the Indian isolates and compared with that of the Wuhan, China (where the outbreak was first reported). While all the sequences of Wuhan isolates are identical, we found point mutations in the Indian isolates. Out of the two isolates one was found to harbour a mutation in its Receptor binding domain (RBD) at position 407. At this site arginine (a positively charged amino acid) was replaced by isoleucine (a hydrophobic amino acid that is also a C-beta branched amino acid). This mutation has been seen to change the secondary structure of the protein at that region and this can potentially alter receptor ding of the virus. Although this finding needs further validation and more sequencing, the information might be useful in rational drug designing and vaccine engineering.",,biorxiv_medrxiv,DATE|PERSON|CARDINAL|PERSON|DATE|DATE|DATE|ORG|DATE|ORG|CARDINAL|DATE|GPE|CARDINAL|ORG|NORP|GPE|GPE|ORDINAL|GPE|NORP|CARDINAL|GPE|ORG|CARDINAL|ORG|NORP|ORG,biorxiv,biorxiv,,AbstractSince 2002|CoV|three|CoV|2002|2012|2019|COVID-19|2019|nCoV2019|one|2019|India|two|GenBank|Indian|Wuhan|China|first|Wuhan|Indian|two|Receptor|RBD|407|Amino|Indian|Coronavirus COVID-19,10.1101/2020.04.07.029132
2020-04-11,https://doi.org/10.1101/2020.04.07.030924,True,d962f825494c4dcf3d6a76a5554ba430e20ed45b,,,False,Syed Mohammad Lokman; Md. Rasheduzzaman; Asma Salauddin; Rocktim Barua; Afsana Yeasmin Tanzina; Meheadi Hasan Rumi; Md. Imran Hossain; Amam Zonaed Siddiki; Adnan Mannan; Md. Mahbub Hasan,,Exploring the genomic and proteomic variations of SARS-CoV-2 spike glycoprotein: a computational biology approach,"AbstractThe newly identified SARS-CoV-2 has now been reported from around 183 countries with more than a million confirmed human cases including more than 68000 deaths. The genomes of SARS-COV-2 strains isolated from different parts of the world are now available and the unique features of constituent genes and proteins have gotten substantial attention recently. Spike glycoprotein is widely considered as a possible target to be explored because of its role during the entry of coronaviruses into host cells. We analyzed 320 whole-genome sequences and 320 spike protein sequences of SARS-CoV-2 using multiple sequence alignment tools. In this study, 483 unique variations have been identified among the genomes including 25 non-synonymous mutations and one deletion in the spike protein of SARS-CoV-2. Among the 26 variations detected, 12 variations were located at the N-terminal domain and 6 variations at the receptor-binding domain (RBD) which might alter the interaction with receptor molecules. In addition, 22 amino acid insertions were identified in the spike protein of SARS-CoV-2 in comparison with that of SARS-CoV. Phylogenetic analyses of spike protein revealed that Bat coronavirus have a close evolutionary relationship with circulating SARS-CoV-2. The genetic variation analysis data presented in this study can help a better understanding of SARS-CoV-2 pathogenesis. Based on our findings, potential inhibitors can be designed and tested targeting these proposed sites of variation.",,biorxiv_medrxiv,CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|ORG|CARDINAL|PERSON,biorxiv,biorxiv,,183|more than a million|more than 68000|320|320|483|25|one|26|12|6|RBD|22|Bat,10.1101/2020.04.07.030924
2020-04-11,https://doi.org/10.1101/2020.04.07.20053421,True,5e8757af7fcd302418b8e8f1b677d7dbe9091385,,,False,Dawd S Siraj; Amir S Siraj; Abigail Mapes,,"Early estimates of COVID-19 infections in small, medium and large population clusters","Since its emergence in December 2019, COVID-19 has rapidly developed into a pandemic with many countries declaring emergency conditions to contain its spread. The impact of the disease, while has been relatively low in the Sub Saharan Africa (SSA) so far, is expected to be devastating given the less developed and fragmented health care system in the continent. In addition, most emergency measures such as border closings, cancellations of inbound flights, social distancing, and promotion of hand hygiene may not be as effective due to the clustered way people live in large as well as smaller population centers. As SSA waits for the start of large epidemics as seem in other regions, there exist acute need for estimates of the potential impacts of the disease once it gets strong hold in the region. To address this need, we developed a mathematical model with key parameters obtained from recent studies, to estimate the number of infections with in the first 90 days of the transmission under different scenarios of population sizes, initial number of cases, and coverage of contact tracing and isolation. Our results show that if implemented early, 80% contact tracing may flattens the curve of local epidemics, brings the pandemic to a manageable level for all population sizes we assessed. In countries with limited workforce, hospital resources and ICU care, a robust contact tracing program could yield in outcomes that prevent several millions of infections and thousands of deaths across the continent.",,biorxiv_medrxiv,DATE|ORG|LOC|ORG|ORG|DATE|PERCENT|CARDINAL|CARDINAL|ORG,medrxiv,medrvix,,December 2019|COVID-19|the Sub Saharan Africa (|SSA|SSA|the first 90 days|80%|several millions|thousands|COVID-19,10.1101/2020.04.07.20053421
2020-04-11,https://doi.org/10.1101/2020.04.07.20053439,True,d7043741123337c06637ea3e19158c4307284b7b,,,False,Meng-Chun Chang; Rebecca Kahn; Yu-An Li; Cheng-Sheng Lee; Caroline O Buckee; Hsiao-Han Chang,,Modeling the impact of human mobility and travel restrictions on the potential spread of SARS-CoV-2 in Taiwan,"Background: As COVID-19 continues to spread around the world, understanding how patterns of human mobility and connectivity affect outbreak dynamics, especially before outbreaks establish locally, is critical for informing response efforts. Methods: Here, in collaboration with Facebook Data for Good, we built metapopulation models that incorporate human movement data with the goals of identifying the high risk areas of disease spread and assessing the potential effects of local travel restrictions in Taiwan. We compared the impact of intracity vs. intercity travel restrictions on both the total number of infections and the speed of outbreak spread and developed an interactive application that allows users to vary inputs and assumptions. Findings: We found that intracity travel reductions have a higher impact on overall infection numbers than intercity travel reductions, while intercity travel reductions can narrow the scope of the outbreak and help target resources. We also identified the most highly connected areas that may serve as sources of importation during an outbreak. The timing, duration, and level of travel reduction together determine the impact of travel reductions on the number of infections, and multiple combinations of these can result in similar impact. Interpretation: In Taiwan, most cases to date were imported or linked to imported cases. To prepare for the potential spread within Taiwan, we utilized Facebook's aggregated and anonymized movement and colocation data to identify cities with higher risk of infection and regional importation. Both intracity and intercity movement affect outbreak dynamics, with the former having more of an impact on the total numbers of cases and the latter impacting geographic scope. These findings have important implications for guiding future policies for travel restrictions during outbreaks in Taiwan.",,biorxiv_medrxiv,PERSON|ORG|GPE|GPE|GPE|ORG|GPE|GPE,medrxiv,medrvix,,COVID-19|Facebook Data|Taiwan|Taiwan|Taiwan|Facebook|Taiwan|Taiwan,10.1101/2020.04.07.20053439
2020-04-11,https://doi.org/10.1101/2020.04.07.20053744,True,5ac59e79b615c69070ccf115410058c537e3031f,,,False,Mingzhu Yin; Lijuan Zhang; Guangtong Deng; Chaofei Han; Minxue Shen; Hongyin Sun; Furong Zeng; Wei Zhang; Lan Chen; Qingqing Luo; Dujuan Yao; Min Wu; Shihuan Yu; Hui Chen; David Baud; Xiang Chen,,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection During Pregnancy In China: A Retrospective Cohort Study,"Background Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been identified as the cause of the ongoing worldwide epidemic of Coronavirus Disease 2019 (COVID-19) in China and worldwide. However, there were few studies about the effects of SARS-CoV-2 infection on pregnant women. Methods In this retrospective cohort study, we enrolled 31 pregnant women and 35 non-pregnant women from Jan 28 to Feb 28, 2020 to evaluate the effects of SARS-CoV-2 infection during pregnancy. Inflammatory indices were used to assess the severity of COVID-19. Evidence of vertical transmission was determined by laboratory confirmation of SARS-CoV-2 in amniotic fluid, placenta, neonatal throat and anal swab and breastmilk samples. Findings Compared with non-pregnant women, pregnant women had a significantly lower proportion of fever (54.8% vs. 87.5%, p= 0.006), a shorter average interval from onset to hospitalization, and a higher proportion of severe or critical COVID-19 (32.3% vs. 11.4%, p=0.039). Neutrophil-to-lymphocyte ratio (NLR) and systematic immune-inflammation-based prognostic index (SII) were significantly higher on admission in severe/critical pneumonia group than moderate pneumonia group. We could not detect the presence of SARS-CoV-2 by RT-PCR in amniotic fluid, placenta, neonatal throat and anal swab and breastmilk samples. Conclusions The clinical symptoms of COVID-19 in pregnant women were insidious and atypical, compared with those in non-pregnant patients. SII and NLR could be a useful marker to evaluate the severity of COVID-19. There was no evidence of vertical transmission during pregnancy with SARS-CoV-2 infection.",,biorxiv_medrxiv,CARDINAL|ORG|ORG|GPE|CARDINAL|CARDINAL|DATE|PERCENT|PERCENT|CARDINAL|PERSON|PERCENT|PERCENT|ORG|PERSON|ORG|ORG|ORG|ORG|ORG|ORG|NORP|GPE,medrxiv,medrvix,,"2|Coronavirus Disease 2019|COVID-19|China|31|35|Jan 28 to Feb 28, 2020|54.8%|87.5%|0.006|COVID-19|32.3%|11.4%|p=0.039|Neutrophil-to-lymphocyte|SII|RT-PCR|COVID-19|SII|COVID-19|Severe Acute Respiratory Syndrome Coronavirus|Infection|China",10.1101/2020.04.07.20053744
2020-04-14,https://doi.org/10.1101/2020.04.07.20054767,True,825207cd9dc06484fd84231e0c45fa172b161e3e,,,False,Xiaolin Yuan; Wanrong Yi; Baoyi Liu; Simiao Tian; Fang Cao; Ruoyu Wang; Baiwen Qi; Faqiang Lu; Meiyun Fang; Fuyang Pei; Ming Chen; Lichuan Zhang; Yong Zhang; Xiuzhi Zhang; Zhenyu Pan; Dewei Zhao; Aixi Yu,,Pulmonary radiological change of COVID-19 patients with 99mTc-MDP treatment,"Background: As increasing cases of COVID-19 around world, urgent need for effective COVID-19-specific therapeutic drugs is necessary; therefore, we conducted a pilot randomized-controlled study to evaluate the efficacy of 99mTc-MDP for COVID-19 therapeutic treatment. Methods: A total of 21 mild patients with COVID-19 were enrolled in this pilot RCT from February 2020 through March 2020, and then were assigned, in a 1:1 ratio, into control (11 patients) and 99mTc-MDP group (10 patients). Patients in the control group received routine treatment and patients assigned to the 99mTc-MDP group received a combination of routine treatment and an administration of 99mTc-MDP injection of 5ml/day. Both of the patients in the control and 99mTc-MDP groups were treated for 7 days with the primary end point of CT-based radiological pulmonary changes during 7-day follow-up. Findings: From baseline to the day 7, 8 (80%) of 10 mild patients in the 99mTc-MDP group had a significant radiological improvement in lung and a decline in inflammatory infiltration, whereas only 1 (9.1%) of 11 patients in the control group had a radiological improvement in lung. None of the patients in the 99mTc-MDP group had disease progression from mild to severe, as well as an inflammatory cytokine storm, and 2 mild patients (18.2%) in the control group developed severe. During days 7 through 14, the number of patients with radiological improvement in the 99mTc-MDP group remained consistent, and only 1 additional case (22%) in the control group were reported. Conclusion: In this randomized pilot study, 99mTc-MDP had an effective inhibitory effect on the inflammatory disease progression for the therapy of COVID-19, and it can accelerate the absorption of pulmonary inflammation in a short period of time during the process of treatment.",,biorxiv_medrxiv,ORG|CARDINAL|ORG|CARDINAL|CARDINAL|ORG|DATE|CARDINAL|CARDINAL|CARDINAL|ORG|CARDINAL|CARDINAL|ORG|CARDINAL|DATE|CARDINAL|DATE|ORG|DATE|DATE|PERCENT|CARDINAL|CARDINAL|ORG|CARDINAL|PERCENT|CARDINAL|CARDINAL|ORG|CARDINAL|PERCENT|DATE|DATE|CARDINAL|ORG|CARDINAL|PERCENT|CARDINAL|ORG|GPE|CARDINAL|CARDINAL,medrxiv,medrvix,,"COVID-19|99mTc|COVID-19|21|COVID-19|RCT|February 2020 through March 2020|1:1|11|99mTc|MDP|10|99mTc|MDP|99mTc|5ml/day|99mTc|7 days|CT|7-day|the day 7, 8|80%|10|99mTc|MDP|1|9.1%|11|99mTc|MDP|2|18.2%|days 7|14|99mTc|MDP|only 1|22%|99mTc|COVID-19|Pulmonary|COVID-19|99mTc",10.1101/2020.04.07.20054767
