id,P53KO-O1,p53KO-O2,p53KO-O-CAS1,p53KO-O-CAS2,p53KO-O-RAS1,p53KO-O-RAS2,WT-O1,WT-O2,pc_P53KO-O1,pc_p53KO-O2,pc_p53KO-O-CAS1,pc_p53KO-O-CAS2,pc_p53KO-O-RAS1,pc_p53KO-O-RAS2,pc_WT-O1,pc_WT-O2,logFC,logCPM,PValue,FDR
chr3_Mrpl47,1046,744,903,911,1356,1091,537,577,1357.830785,774.7802383,679.3291473,794.9785213,757.6415959,1020.023247,785.0600901,849.7049562,0.531952879,3.755301069,0.050026818,0.117547835
chr19_Mrpl49,1555,1646,1742,1808,3687,2754,1926,1997,2020.010912,1713.804613,1310.728466,1577.638263,2061.867596,2574.594215,2814.820065,2941.505073,0.370310964,5.030735923,0.169025494,0.323351663
chr4_Mrpl50,3621,3706,2886,3007,5424,4187,2690,2926,4704.198753,3858.609072,2171.722813,2623.768297,3033.485585,3914.206991,3931.48035,4309.771879,0.836350275,5.777163338,0.00190131,0.006797835
chr6_Mrpl51,3972,3396,3171,3412,6632,4495,3093,2894,5159.83708,3535.898767,2386.165443,2977.160716,3709.670001,4202.068298,4519.915995,4263.154908,0.697084843,5.884664007,0.009485525,0.028232922
chr14_Mrpl52,5526,3540,2990,3045,5827,4271,2629,2301,7178.250764,3685.89866,2250.035229,2656.901655,3259.090906,3992.706661,3841.605358,3389.880032,1.146522505,5.860997447,2.28E-05,0.000124508
chr6_Mrpl53,5344,3233,2588,2285,3420,2831,1802,1643,6941.665191,3366.274754,1947.731805,1993.669008,1912.194832,2646.62514,2633.177283,2420.495097,1.386742669,5.518406331,3.54E-07,2.65E-06
chr10_Mrpl54,1788,1332,2222,2423,2886,2059,1404,1081,2321.965063,1386.974235,1671.902952,2114.271944,1613.910786,1924.872141,2050.975033,1593.210426,-0.030021183,4.818616429,0.912897722,1
chr11_Mrpl55,1098,974,1081,1084,2033,1471,1097,940,1425.86645,1014.191892,813.305293,945.9158366,1136.681987,1375.204582,1602.693204,1385.165424,0.471635645,4.220318318,0.081532595,0.17687527
chr3_Mrpl9,1920,2370,2405,2421,4650,3420,2467,2737,2494.575976,2467.561267,1809.770291,2112.451534,2600.638996,3197.176731,3605.655405,4031.302753,0.339298132,5.422091076,0.206512622,0.379648275
chr17_Mrps10,1290,1056,1404,1359,2611,1978,1215,1120,1675.14578,1099.588705,1056.462707,1185.820689,1459.887288,1849.180656,1775.380911,1650.067798,0.306998821,4.497581728,0.255219829,0.447265443
chr7_Mrps11,1405,884,1362,1374,1927,1273,930,702,1823.996818,920.5725772,1024.781127,1198.94668,1077.663691,1190.06662,1358.219832,1034.989553,0.303025125,4.210691094,0.261242552,0.454316464
chr7_Mrps12,1912,1647,931,904,2178,1663,1957,1882,2483.389319,1714.903084,700.4678205,788.8358027,1217.635026,1554.716001,2859.871753,2772.366243,1.49485052,4.757126072,5.28E-08,4.49E-07
chr1_Mrps14,3978,2853,3859,4205,4098,2989,2128,1858,5167.245961,2970.592881,2903.949421,3669.064027,2291.862978,2794.265354,3109.442495,2737.339949,0.307945423,5.622797899,0.249952336,0.444856195
chr4_Mrps15,1711,1515,2170,2326,3823,2580,1701,1533,2222.300542,1577.462105,1632.795765,2029.62331,2138.262145,2411.886517,2485.538098,2258.501805,0.052931965,5.009313726,0.844250178,1
chr14_Mrps16,2830,1869,2392,2498,3156,2431,1953,1612,3675.524831,1946.108435,1799.922723,2179.668567,1764.72154,2272.662248,2853.509025,2375.162715,0.498109674,5.17984489,0.063686978,0.1450531
chr5_Mrps17,3112,2513,3294,2988,4635,3397,2328,1935,4042.350938,2616.567342,2479.036825,2607.06043,2592.258416,3175.67417,3401.552103,2850.926106,0.38854306,5.513037314,0.147224705,0.287774309
chr17_Mrps18a,2026,1708,1518,1354,2520,1791,1588,1509,2631.45654,1778.419797,1142.405108,1181.382497,1409.174324,1674.338499,2320.579631,2222.970631,0.923951424,4.785598756,0.00064621,0.002605072
chr17_Mrps18b,2225,2033,2077,1839,4528,3088,2645,1892,2890.185638,2116.776008,1563.135407,1604.537408,2532.622906,2886.780007,3864.298073,2788.070417,0.660298216,5.281492745,0.014241105,0.040353975
chr5_Mrps18c,2874,2201,2270,2304,3442,2429,1473,1514,3733.011997,2291.738242,1708.151815,2010.376918,1924.983192,2270.750263,2152.781449,2230.067951,0.695967244,5.137821889,0.009730221,0.028850091
chr2_Mrps2,1090,1498,1388,1289,4256,2976,2218,2077,1416.421546,1559.635794,1044.49302,1124.707313,2380.381911,2782.092277,3241.204376,3059.695524,0.456292838,4.995715037,0.091234407,0.193999927
chr3_Mrps21,5857,3515,3621,4018,5511,3733,1998,1567,7608.166664,3659.884401,2724.793952,3505.924059,3082.55762,3489.735437,2919.097302,2309.043303,0.854628354,5.815046973,0.001495055,0.005501141
chr9_Mrps22,795,871,944,973,2387,1905,1398,1370,1032.655233,906.8933265,710.1499491,849.0935021,1334.42158,1780.963901,2043.018911,2018.116336,0.314754609,4.357988233,0.246439402,0.440023168
chr11_Mrps23,1802,1791,2019,1856,2315,1586,1179,1286,2340.787579,1864.791153,1519.416599,1619.404714,1294.60616,1482.682732,1723.327374,1894.016274,0.421913311,4.722627191,0.11679755,0.239446755
chr11_Mrps24,4914,3397,3035,2910,5330,4051,2981,2603,6383.269492,3536.994362,2284.008734,2539.057536,2980.946791,3787.06395,4356.005662,3834.739904,1.040257384,5.834263927,0.000117984,0.000563353
chr6_Mrps25,1544,1848,3485,2891,4617,3006,1462,1648,2005.988196,1924.083675,2622.948869,2522.345145,2582.557228,2810.102451,2137.008885,2427.133428,-0.388734498,5.193620609,0.147977776,0.289012313
chr2_Mrps26,1795,1577,2082,1860,2353,1653,1034,1023,2331.420373,1642.016347,1566.882607,1622.868166,1315.786729,1545.327725,1511.105224,1506.946468,0.31668425,4.648122335,0.238842312,0.429036497
chr13_Mrps27,965,1181,1102,1001,2691,1987,1990,1684,1253.766803,1229.621802,829.28159,873.4071174,1504.718585,1857.581665,2907.665022,2481.138156,0.544406318,4.63451838,0.044559108,0.107001693
chr3_Mrps28,1507,1317,1564,1779,3386,2572,1807,1432,1957.224885,1371.315253,1176.607055,1552.4218,1893.430615,2404.465115,2640.008658,2110.151092,0.286311781,4.859378557,0.287821377,0.492468291
chr13_Mrps30,1748,1349,1742,2056,3151,2237,1470,1259,2270.071741,1404.665096,1310.512256,1794.139131,1762.172793,2091.267725,2147.786284,1855.063107,0.242974122,4.814115821,0.366373717,0.596588987
chr8_Mrps31,1464,1476,1076,989,3277,2446,2026,2187,1901.671675,1536.820787,809.6927698,862.9479591,1832.506681,2286.669318,2961.092206,3221.238921,1.0393896,4.887152868,0.00013395,0.000631928
chr6_Mrps33,3536,2535,3488,3398,3599,2878,1726,1427,4592.974405,2639.503222,2624.919702,2964.851739,2012.433353,2690.544945,2521.780654,2102.647698,0.371508958,5.411705422,0.16554597,0.317670627
chr17_Mrps34,3593,2784,2915,3033,5399,3908,3085,2612,4667.201662,2898.73316,2193.551305,2646.451949,3019.696115,3653.361021,4507.884621,3848.100103,0.644360951,5.719798872,0.016475482,0.045937268
chr6_Mrps35,990,1121,1212,1322,3389,2327,1606,1519,1286.080308,1167.174682,911.7554821,1153.649483,1895.418622,2175.38543,2346.868949,2237.716645,0.248253477,4.661964371,0.358836639,0.588123065
chr13_Mrps36,656,493,768,797,774,516,420,324,851.2554482,513.4327848,577.6786748,695.5389781,432.6294253,482.4111419,613.0155524,478.0897886,0.099294038,3.160665788,0.716126161,0.959571298
chr2_Mrps5,865,1012,1076,1053,2219,1690,1678,1525,1123.744387,1053.678462,809.5840741,918.845741,1240.578825,1579.954933,2451.954505,2246.689479,0.333089338,4.455191893,0.219135077,0.398603774
chr16_Mrps6,1092,867,1089,1215,1488,990,771,787,1417.830408,902.8163346,819.1459225,1060.312789,832.0563851,925.5157898,1126.862144,1159.208947,0.303827202,3.986143157,0.261416177,0.454459531
chr11_Mrps7,4080,3882,3737,3755,9067,6731,4851,4026,5300.394918,4041.874343,2812.269065,3276.362885,5071.585295,6292.369202,7088.626565,5931.016134,0.617579965,6.257063411,0.021372796,0.057055172
chr1_Mrps9,1317,1326,2076,1889,2513,1800,1217,1147,1710.678778,1380.646693,1562.334276,1648.187664,1405.234473,1682.755632,1778.377785,1689.764897,-0.054765946,4.627630559,0.840387689,1
chr2_Mrrf,1196,1129,1050,989,2298,1819,1327,1185,1553.328256,1175.55544,790.0820636,862.9704295,1284.657646,1700.565379,1938.949348,1745.920548,0.722857547,4.408169156,0.007709647,0.023538431
chr13_Mrs2,321,375,398,398,681,461,364,322,416.9515948,390.4575775,299.2789132,347.373438,380.5595099,431.0028328,531.6207008,474.7164626,0.320163024,2.654819136,0.251774744,0.447265443
chr4_Mrto4,1925,1209,1609,1475,2105,1462,869,615,2499.598073,1258.951872,1210.84559,1286.980137,1177.085571,1366.771571,1268.862721,907.0331618,0.589015923,4.399658674,0.028963764,0.07425088
chr7_Mrvi1,103,131,1787,1277,202,108,91,36,133.8819087,136.3911026,1345.259728,1113.99994,113.2625179,100.9110673,130.8687955,54.97221828,-3.184713133,2.611694192,4.02E-26,1.81E-24
chr19_Ms4a1,81,127,34,63,384,158,18,33,105.6483615,132.1768851,24.82016581,55.40453157,215.8582311,147.5446053,27.26695891,47.60299367,1.575460738,0.601225774,1.22E-06,8.38E-06
chr19_Ms4a10,0,0,2,2,0,0,0,0,1.39E-17,1.39E-17,1.467886858,1.741792583,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-3.86767866,-4.778522783,0.256308063,0.447265443
chr19_Ms4a13,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr19_Ms4a15,0,0,1,0,0,0,0,0,1.39E-17,1.39E-17,0.779106149,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-2.135275321,-5.01225758,1,1
chr19_Ms4a18,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr19_Ms4a2,0,8,4,6,0,0,0,0,0.248629958,8.262300591,2.863627874,5.29789509,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.168268944,-4.006627485,1,1
chr19_Ms4a3,103,128,12,12,8,4,0,0,133.840896,133.2732077,8.937613126,10.49816166,4.513033491,3.720945379,1.39E-17,1.39E-17,3.764920698,-0.816317067,2.16E-22,6.94E-21
chr19_Ms4a4b,674,1005,355,338,1028,393,72,40,876.0963322,1046.31894,266.9983432,294.9792397,576.4472085,367.186176,103.9198518,60.20974161,1.774264832,2.796245325,2.97E-10,3.35E-09
chr19_Ms4a4c,1090,1184,763,874,1112,430,24,16,1415.915092,1232.77992,573.7518032,762.8128277,623.4092635,401.7782871,34.53093868,24.16510242,0.986718551,3.291058483,0.000298617,0.00129519
chr19_Ms4a4d,499,527,656,668,777,293,230,171,648.0023976,548.7429086,493.4184475,582.9682747,436.0491532,273.7019515,335.2835731,252.7798238,0.152654546,2.785998074,0.578713698,0.817470663
chr19_Ms4a5,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr19_Ms4a6b,1277,1355,2459,2180,1485,398,36,24,1658.823899,1410.825518,1850.635873,1902.060493,833.1975563,371.7302153,51.92992487,36.08203432,-0.289988644,3.969126035,0.281687189,0.483643557
chr19_Ms4a6c,2728,3335,3090,3135,3092,908,62,19,3544.35495,3472.285757,2325.304202,2735.422966,1731.976233,848.5121263,88.36201942,29.96479542,0.471436431,4.830072799,0.078892385,0.17226993
chr19_Ms4a6d,2176,2523,1938,1972,2500,678,43,25,2827.048979,2626.877654,1458.276534,1720.709591,1401.023347,633.4782135,61.8582917,37.82455195,0.778693761,4.374208953,0.003894462,0.01293733
chr19_Ms4a7,463,476,1402,1354,1317,320,28,10,601.173701,495.6507639,1054.961391,1181.45609,739.4749507,298.7863348,39.56783667,15.98341538,-1.028134574,3.104408864,0.000178961,0.000819065
chr19_Ms4a8a,343,284,1058,888,417,227,27,2,444.825387,295.8014959,796.3050647,774.7428258,233.519469,212.1578188,37.28201776,4.493587933,-1.08608002,2.449796284,9.17E-05,0.000447598
chr1_Msc,54,89,138,131,71,10,18,2,70.60693987,92.60701508,103.7018806,114.3600573,41.72598245,9.096390076,24.76476735,4.133272019,-0.414134845,-0.096757562,0.182856754,0.34435407
chr12_Msgn1,0,0,0,0,0,2,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,1.905455209,1.39E-17,1.39E-17,0,-4.92792065,1,1
chr17_Msh2,298,385,1736,1529,1057,715,428,589,387.2739393,400.8412354,1306.499688,1334.058067,590.897585,668.4477149,626.5257342,866.5501015,-1.744006947,3.575473213,4.79E-10,5.27E-09
chr13_Msh3,484,619,1395,1044,1630,1071,570,734,628.9169195,644.4758223,1050.145504,910.7493997,911.5325819,1001.230341,833.8543693,1080.351844,-0.622832391,3.765278086,0.022357086,0.059398431
chr3_Msh4,0,0,0,2,5,2,0,0,1.39E-17,1.39E-17,0,1.800506637,2.861055162,1.847635191,1.39E-17,1.39E-17,-2.966542259,-4.469379098,0.504205375,0.736850985
chr17_Msh5,52,88,354,249,126,63,32,20,68.04364534,91.56059341,266.7476727,217.0719146,70.86980611,58.82587128,46.02540027,30.23941893,-1.595684419,0.766981534,1.11E-07,8.99E-07
chr17_Msh6,558,774,2417,2020,1383,833,656,706,725.2315159,805.8321957,1819.131381,1762.406297,773.6266722,778.7022531,958.9727201,1039.716618,-1.225783796,4.060506737,7.43E-06,4.43E-05
chr5_Msi1,0,0,0,0,0,0,2,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,2.706416761,0.124484714,0,-4.923619328,1,1
chr11_Msi2,431,707,1416,1311,1833,1257,780,814,560.5597549,736.0254937,1065.571813,1143.899476,1024.962565,1175.127295,1140.086734,1198.905546,-0.768323751,3.952747771,0.004807567,0.015589885
chr11_Msl1,2047,3038,3797,2796,4398,2574,1801,2017,2659.975664,3163.002009,2857.985263,2439.349451,2460.382958,2406.209566,2632.399863,2970.69834,0.136515012,5.374806376,0.610849129,0.851775329
chr9_Msl2,1331,1901,3069,2499,2449,1735,844,1236,1729.624721,1979.212458,2309.890316,2180.308875,1369.465225,1621.987034,1234.675627,1819.349032,-0.27573405,4.77596944,0.304768831,0.515890026
chrX_Msl3,1019,1257,1973,1675,2253,1479,952,1099,1323.943691,1308.747816,1484.937458,1461.408937,1260.054764,1382.636568,1391.77335,1618.36818,-0.162424153,4.432928517,0.547580587,0.786142233
chr10_Msl3l2,89,85,198,181,153,63,57,44,115.2043354,88.56117564,148.9091065,157.958408,86.4565202,58.75930416,82.77628285,65.40355171,-0.592835218,0.664736499,0.049490747,0.1164552
chr17_Msln,87,106,191,68,355,45,44,24,113.0192202,110.3721643,144.9999928,58.75415684,202.2491422,41.6378174,63.2008332,36.45286736,0.128600043,0.623602663,0.677669229,0.920170381
chr17_Mslnl,2,4,12,1,0,0,0,0,2.711998536,4.155460814,9.531388088,0.685618041,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-0.571207303,-3.971826627,0.511789052,0.745929096
chr14_Msmb,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr4_Msmp,32,147,191,96,201,125,152,168,43.2088311,152.7827241,144.5402768,83.36637764,112.3049793,116.8624184,222.4790278,247.1826912,-0.206497643,1.109097739,0.480918965,0.736850985
chrX_Msn,3764,7083,16402,16178,13867,4231,908,671,4891.282925,7374.43021,12344.29889,14115.38972,7759.69188,3954.926832,1325.999192,989.3912201,-1.109053625,6.664295861,3.98E-05,0.000208839
chr8_Msr1,2322,2737,3909,3495,4351,1884,382,176,3016.776635,2849.681534,2941.927062,3049.403509,2435.069821,1761.047159,555.9134982,261.4329483,-0.03041859,5.021471939,0.910301427,1
chr14_Msra,5387,6186,3819,4147,17890,14502,10593,9796,6998.942716,6440.658074,2873.850361,3618.455821,10007.1192,13556.8952,15480.28971,14429.96803,1.049680796,7.139454169,0.000101049,0.000488404
chr2_Msrb2,385,492,516,492,1263,892,812,672,500.2881485,512.2485288,388.1642317,429.3474776,706.0052567,833.9315791,1186.086205,990.5043031,0.308699064,3.413201355,0.265630875,0.460744923
chr10_Msrb3,630,781,776,783,1757,1148,434,628,818.543296,813.1530883,583.7469484,683.2981528,982.5963481,1073.208858,635.4426694,923.826234,0.364931721,3.649022715,0.1807887,0.341324824
chr9_Mst1,7497,9341,5260,3843,18230,10112,9142,7237,9740.556026,9725.500672,3959.091244,3352.847511,10198.5162,9452.853944,13359.28057,10661.03541,1.412569404,7.080211947,2.07E-07,1.60E-06
chr9_Mst1r,10,26,87,45,67,41,12,24,13.55804794,26.99250254,66.08700222,38.95138408,37.39946304,38.32881672,18.42755583,34.41339965,-1.355133145,-0.800158942,0.000291921,0.001269572
chr1_Mstn,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr3_Msto1,851,820,1398,1186,1542,844,558,494,1105.134518,853.8299426,1052.178991,1034.756823,862.8774832,788.9410179,815.1231845,728.0827127,-0.09167549,3.801514842,0.737403754,0.977293168
chr5_Msx1,10,12,15,0,26,21,4,19,12.99238645,12.50057502,11.98310063,0,14.12802311,19.68928639,6.996884667,26.5656176,1.075070963,-2.147622332,0.064174561,0.145936487
chr13_Msx2,0,0,4,0,0,0,0,0,1.39E-17,1.39E-17,3.202570421,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-3.860956985,-4.78043776,0.256308063,0.447265443
chr7_Msx3,0,0,2,0,0,0,0,0,1.39E-17,1.39E-17,1.588056072,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-2.959589132,-4.930681278,0.504205375,0.736850985
chr8_Mt1,29347,23931,78080,81775,33235,25516,279,413,38128.38828,24916.17936,58764.61435,71348.70342,18591.64905,23852.9714,408.9617647,607.0849338,-1.045338349,8.828414335,0.00010345,0.000498883
chr8_Mt2,7257,6275,55284,56634,23421,17659,81,81,9427.92077,6533.402275,41607.80746,49413.20815,13101.51359,16508.08521,118.4303627,119.3325299,-2.511662178,8.038598702,4.87E-19,1.19E-17
chr8_Mt3,65,0,26,16,4,1,0,0,81.61818214,0.172507638,19.79085002,13.82797642,2.350021102,0.907700117,1.39E-17,1.39E-17,1.241118927,-2.029312603,0.001529862,0.00560998
chr8_Mt4,2,0,4,2,0,0,0,0,2.442740493,0.011160747,3.070148756,1.694560425,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-0.988019495,-4.513050155,0.735428499,0.975403866
chr12_Mta1,1108,1589,2806,2357,3617,2216,1371,1287,1439.897851,1654.368743,2111.8936,2056.442752,2023.326108,2071.565853,2003.417867,1896.001334,-0.429755285,4.874849725,0.110322073,0.227791375
chr19_Mta2,2588,3559,9222,7455,6388,4072,2529,2810,3362.713436,3705.470657,6940.807599,6504.402262,3573.364213,3806.610016,3696.266522,4138.827741,-0.927635149,6.101654034,0.000574282,0.002343479
chr17_Mta3,548,847,1093,1153,2137,1137,822,689,712.459787,881.8050564,822.2504353,1006.165487,1195.828225,1062.829833,1200.742225,1015.504893,-0.197221676,3.925961753,0.467461347,0.720392635
chr4_Mtap,659,954,2063,2158,2152,1665,1269,1109,856.5464401,993.228518,1552.306844,1883.020438,1203.050583,1556.592003,1854.116575,1634.042372,-0.892757842,4.471094979,0.001010401,0.003874305
chrX_Mtap7d3,14,12,0,6,33,16,6,0,17.94376498,12.53101992,0,5.423115833,18.69136563,14.91012639,8.072947776,0.348295916,2.572800958,-2.437834127,0.000167078,0.000768868
chr15_Mtbp,90,137,713,561,410,171,85,69,117.2996512,142.5946376,536.761264,489.3793061,230.3734838,159.701224,123.7471845,102.1820159,-1.978891096,1.900019116,1.26E-11,1.66E-10
chr17_Mtch1,3392,3900,5485,5159,7386,5106,3741,3669,4406.927041,4060.56068,4127.973808,4501.28802,4131.413861,4773.252669,5467.054772,5404.583008,-0.027325593,6.146555508,0.919105938,1
chr2_Mtch2,6398,6099,5330,5142,13918,10916,7803,7410,8312.076831,6350.130772,4011.271986,4486.479491,7785.184901,10204.61606,11403.10598,10915.25542,0.786892825,6.929663128,0.003395956,0.011430722
chrX_Mtcp1,544,594,776,754,926,530,226,259,706.5384589,618.4917399,583.811117,657.9610097,518.1277163,495.4285721,330.7455404,381.0957241,0.093403573,3.050798355,0.734059493,0.975403866
chr15_Mtdh,1774,2301,4942,4764,3694,2758,1677,2224,2304.991566,2395.706268,3719.254844,4156.67444,2065.784907,2578.333279,2451.725772,3275.021763,-0.744519459,5.463077838,0.005666855,0.017948448
chr4_Mtf1,1915,1723,1643,1655,2632,1847,1158,1280,2487.383127,1794.019706,1236.270347,1444.117781,1471.868562,1726.682322,1692.681337,1885.132416,0.675445012,4.722533363,0.012297478,0.035444485
chr5_Mtf2,608,823,2650,2046,1004,534,231,345,790.1443245,856.8562355,1994.636643,1785.018971,561.9921632,499.1346817,338.8222781,506.9099427,-1.198237955,3.823281185,1.15E-05,6.66E-05
chr9_Mtfmt,595,553,1153,925,998,612,339,410,772.4548921,575.8482086,867.8847912,806.984507,558.1929792,572.1153882,496.0623619,603.3269143,-0.313513184,3.340161909,0.25111169,0.446512933
chr11_Mtfp1,1803,1573,479,479,2107,1498,1675,1785,2341.798989,1637.853578,360.2384773,418.0473713,1178.132637,1400.43631,2448.101717,2629.1309,2.353854278,4.573626471,1.19E-16,2.52E-15
chr3_Mtfr1,2591,3129,1915,2023,5449,4412,2784,3501,3366.329924,3257.809971,1440.901846,1765.242286,3047.328263,4124.564655,4069.320986,5156.24791,1.046888637,5.654646322,0.000110508,0.000530275
chr7_Mtg1,853,906,959,734,1641,988,898,944,1107.944359,943.3428772,721.958067,640.2961095,917.9593504,923.5991112,1312.555109,1390.372356,0.590085897,3.934215597,0.029956738,0.076370701
chr12_Mthfd1,5415,6299,4500,4451,19182,15473,13595,13240,7035.350502,6558.305581,3386.549329,3883.606815,10729.91004,14464.60261,19867.55462,19502.86484,0.902854794,7.358176165,0.000797096,0.003151506
chr10_Mthfd1l,150,234,829,897,505,260,33,101,195.330318,243.5763374,623.5178785,782.8280016,282.9201005,242.9823851,50.44937917,146.1190737,-1.678122009,2.326934299,3.38E-09,3.35E-08
chr6_Mthfd2,212,275,2513,2551,369,181,75,81,275.5435498,286.3125946,1891.039131,2225.88427,206.9630555,169.11387,109.8537123,119.1328963,-2.87263018,3.357678131,7.31E-23,2.45E-21
chr5_Mthfd2l,86,101,133,151,172,98,60,46,111.6575463,105.1747043,99.68214924,131.9518638,96.30849908,91.58799672,87.13543457,68.37363628,-0.094755204,0.639578698,0.769876329,1
chr4_Mthfr,365,533,1704,1180,1506,480,658,766,474.5737962,554.8979185,1282.848443,1029.340379,844.4360725,448.4436955,962.1459874,1127.830313,-1.166943829,3.694209856,2.19E-05,0.00011979
chr9_Mthfs,2358,1864,2527,2638,3416,2482,1444,1306,3062.666834,1940.858144,1901.527545,2301.818063,1910.348506,2320.309811,2109.974068,1924.113872,0.251202813,5.069728084,0.349115856,0.575473554
chr8_Mthfsd,649,764,763,531,1008,550,515,464,843.1192207,795.4682587,574.6088362,463.0983562,564.1501118,514.1032397,752.3419384,683.8342515,0.658531412,3.319144344,0.015965256,0.044675886
chr11_Mtif2,1243,1594,2025,1648,3756,2598,1748,2090,1615.060858,1659.608006,1524.149909,1437.812813,2100.704034,2428.725147,2555.157719,3078.000344,0.144754767,4.977702957,0.591309863,0.831009146
chr5_Mtif3,2559,2272,2933,2612,4664,3136,2274,2170,3324.072883,2365.621775,2207.372061,2278.983925,2608.748841,2931.644517,3323.105716,3196.622091,0.342627406,5.416993893,0.201459241,0.372236084
chr19_Mtl5,65,79,78,65,180,118,30,38,84.43444794,82.26090069,58.7270408,56.67908439,100.422468,110.3395182,44.32782826,55.53404395,0.528364488,0.241336396,0.098366261,0.206887288
chrX_Mtm1,421,544,912,791,1312,895,560,588,547.084602,566.3857569,686.3639562,690.140232,733.5222201,836.7196138,818.5987264,865.9850608,-0.305870701,3.467296197,0.263935519,0.458133425
chrX_Mtmr1,767,1204,1869,1756,2985,2016,1150,1347,997.033728,1253.494571,1406.484524,1532.175157,1669.46328,1884.648494,1681.177141,1983.623973,-0.384577696,4.576564852,0.154171768,0.29926367
chr7_Mtmr10,1066,1347,1229,1085,2976,2165,1158,1304,1385.060466,1402.445322,924.9148196,946.6709246,1664.199001,2023.972471,1692.741552,1920.420637,0.574642124,4.52295812,0.033760695,0.084704346
chr3_Mtmr11,217,387,996,716,1015,422,92,97,282.6492841,402.8336371,749.9170269,624.5363147,568.9150961,394.3294867,134.6449782,142.7564961,-1.002332678,2.683678274,0.000303813,0.001314483
chr15_Mtmr12,426,582,1331,1102,1046,541,335,418,553.6956594,605.9338505,1001.796364,961.4448791,585.5762792,505.6658739,490.3107865,615.0075592,-0.759332836,3.359371991,0.005451089,0.017333278
chr6_Mtmr14,729,892,2012,1777,2085,1398,1086,964,947.1419132,928.7259135,1514.219238,1550.4402,1166.006039,1306.926235,1586.736286,1420.401657,-0.708152178,4.325087863,0.009004616,0.027018044
chr9_Mtmr2,947,1054,1985,1798,2207,1624,970,1040,1230.175135,1097.421723,1493.853502,1568.786076,1233.969733,1518.240213,1417.839826,1531.714232,-0.396040366,4.41513124,0.142598745,0.280278596
chr11_Mtmr3,920,1524,2729,2233,3353,2119,1561,1789,1195.931008,1586.649883,2053.988766,1948.228919,1875.539669,1980.903127,2281.740594,2634.770814,-0.524101134,4.902294906,0.051753114,0.121152556
chr11_Mtmr4,1872,2423,2192,1985,4189,2693,2616,3183,2432.314328,2522.728689,1649.647244,1731.943051,2343.163849,2517.497811,3823.702105,4687.944734,0.551180258,5.381568655,0.040529683,0.098662756
chr14_Mtmr6,1463,2121,3087,2884,2513,1484,818,1070,1901.15859,2208.263561,2323.19108,2516.348203,1405.838865,1387.260521,1196.337307,1575.220783,-0.235819516,4.80309218,0.379669397,0.613378063
chr8_Mtmr7,698,758,534,400,1476,1088,489,578,906.609479,789.2443057,402.1233971,348.866345,825.0308004,1017.177004,715.212381,850.8580783,1.174376642,3.493658587,2.19E-05,0.000119827
chr14_Mtmr9,176,316,491,441,635,497,539,630,229.378152,328.9113353,369.4497563,384.7965739,354.4023919,464.7237659,788.2492205,927.4904895,-0.432302529,2.883462369,0.120997132,0.246851021
chr8_Mtnr1a,9,12,14,8,100,59,87,60,11.7564424,12.49216971,10.70584501,6.875218728,55.93554334,55.1440421,126.2650039,89.30344165,0.448592355,-0.512551083,0.434152052,0.681281503
chr9_Mtnr1b,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr9_Mto1,648,739,919,832,1317,964,802,808,841.7522331,769.4482674,691.5574728,725.951638,736.1054552,901.2557431,1172.122548,1190.186382,0.184588897,3.755541172,0.498278676,0.736850985
chr4_Mtor,1065,1395,2044,1647,5477,3817,1916,2032,1383.838081,1452.410442,1538.467732,1436.931257,3063.448439,3568.274049,2800.280923,2992.98264,-0.069105488,5.131550065,0.798655025,1
chr18_Mtpap,1057,1004,1750,1481,1745,1364,728,853,1372.746823,1045.408209,1317.107599,1292.141448,975.3376322,1275.215807,1064.465572,1255.958736,-0.110051938,4.20672057,0.685390545,0.929152312
