"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Overview of high performance fiber optic sensing","C. Kirkendall","Naval Res. Lab., Washington, DC, USA","Summaries of Papers Presented at the Lasers and Electro-Optics. CLEO '02. Technical Diges","","2002","","","393 vol.1","","Summary form only given. For the purposes here, a high performance sensing application is defined as one that simultaneously requires high sensitivity (1-100 f/spl epsiv/), wide bandwidth (1-100 kHz), and large dynamic range (>120 dB). High performance fiber optic sensing applications include tactical and surveillance grade underwater acoustics, high sensitivity acceleration, and acoustic and seismic sensing for oil exploration. Traditionally, high performance fiber optic sensor systems have relied on interferometric measurement techniques to extract the strain information from the fiber optic transducer. Distributed Bragg reflector (DBR) fiber laser based systems with interferometric readout approach the sensitivity of interferometric approaches, but have seen little use outside the laboratory The performance of DFB fiber laser sensors can rival interferometric approaches, but there are questions about the multiplexing the lasers and the packaging requirements for stable operation. While interferometric based approaches still offer the highest performance levels with proven multiplexing gain, DFB fiber laser sensors could fill some application requirements in the near future.","","1-55752-706","10.1109/CLEO.2002.1034123","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1034123","","Optical fibers;Optical fiber sensors;Optical interferometry;Fiber lasers;Laser stability;Underwater acoustics;Distributed Bragg reflectors;Bandwidth;Dynamic range;Surveillance","fibre optic sensors;light interferometers;sensitivity;distributed feedback lasers;fibre lasers;distributed Bragg reflector lasers;packaging;multiplexing","high performance sensing;fiber optic sensing;high sensitivity;large dynamic range;tactical grade underwater acoustics;surveillance grade underwater acoustics;high sensitivity acceleration;acoustic sensing;seismic sensing;oil exploration;fiber optic sensor systems;interferometric measurement;strain information;fiber optic transducer;distributed Bragg reflector fiber laser based sensor systems;multiplexing;packaging requirements;interferometric based approaches;multiplexing gain;distributed feedback fiber laser sensor systems","","","","","","","","","","IEEE","IEEE Conferences"
"Imaging laser radar performance assessment against various naturally occurring and manmade terrestrial objects","R. J. Grasso; J. E. Ackleson; C. G. Stimson; C. M. Vann; J. W. Buckle; C. P. Pratty; J. A. Haigh; W. R. Pommeroy; S. Price; M. Roberts","Northrop Grumman Corp., Rolling Meadows, IL, USA; NA; NA; NA; NA; NA; NA; NA; NA; NA","Conference Digest. 2000 Conference on Lasers and Electro-Optics Europe (Cat. No.00TH8505)","","2000","","","1 pp.","","Summary form only given. Northrop Grumman (US) and Defense Evaluation and Research Agency (DERA) (UK) report upon a program to characterize the performance of its (OASYS) Obstacle Avoidance Imaging Laser Radar System against various terrestrial targets. High resolution laser radar images of various naturally occurring and manmade terrestrial objects were obtained and their properties measured. These objects include 1) wires of various diameter and reflectivity, 2) trees and vegetation, 3) large and small vertical objects including transmission towers and poles, 4) buildings and structures, and 5) various terrain types. OASYS can discriminate and identify objects against a complementary background. This allows realization of objects that cannot otherwise be seen using other active and passive detection systems.","","0-7803-6319","10.1109/CLEOE.2000.909695","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=909695","","Laser radar;Radar imaging;High-resolution imaging;Image resolution;Radar measurements;Wires;Reflectivity;Vegetation mapping;Poles and towers;Buildings","optical radar;object detection;object recognition;optical images;optical information processing;image recognition;military radar;radar imaging","imaging laser radar;performance assessment;naturally occurring terrestrial objects;manmade terrestrial objects;Northrop Grumman;Defense Evaluation and Research Agency;program;Obstacle Avoidance Imaging Laser Radar System;terrestrial targets;high resolution laser radar images;wires;diameter;reflectivity;trees;vegetation;vertical objects;transmission towers;transmission poles;buildings;structures;terrain types;complementary background;object discrimination;object identification;realization;passive detection systems;active detection systems","","","","","","","","","","IEEE","IEEE Conferences"
"Noise spectroscopy of randomly modulated two-level systems","M. D. Kemple; J. C. Mulkey","Dept. of Phys., Purdue Univ., Indianapolis, IN, USA; NA","2003 European Quantum Electronics Conference. EQEC 2003 (IEEE Cat No.03TH8665)","","2003","","","259","","Summary form only given. The effect of environmental perturbations on a system of two-level atoms is to alter the coupling between the atoms and their surroundings. This manifests itself as a change in the relaxation rates of the atoms. One of the ways in which environmental fluctuations can affect an atom is to modulate its transition frequency in a stochastic manner. We study the response of such two-level atoms to irradiation by a monochromatic laser, and report the results of numerical experiments on various spectral properties, viz. the spectrum of scattered light, four-wave mixing, and fluctuations in fluorescence emission intensity. The spectrum of scattered light is a sensitive indicator of the parameters that describe the stochastic modulation. In addition, the spectra exhibit substantially different features depending on whether the stochastic process follows a diffusion or a jump-like mechanism. We also consider the modifications that are induced in four-wave mixing signals when the transition frequency of the atoms is stochastically modulated and describe how one can differentiate between Markov and non-Markov fluctuations in the transition frequency of the two-level-system through characteristics of the four-wave mixing signal. Lastly, we demonstrate that by using fluctuations in population inversion, i.e. the emission intensity, as the spectroscopic variable, one also can extract information on whether random modulation of the chromophores follows a diffusion process or a jump-like process. The population fluctuations discriminate between Markov and non-Markov fluctuations of the atomic frequency as well. In addition we show that the population inversion allows one to unambiguously determine, in certain regimes, whether the population fluctuations are due to atomic frequency noise or due to noise in the irradiating laser field. The work described here is based on a Monte-Carlo procedure, which can be applied to stochastic processes in a wide variety of biological, chemical, and physical processes.","","0-7803-7733","10.1109/EQEC.2003.1314116","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1314116","","Spectroscopy;Fluctuations;Atomic beams;Stochastic processes;Four-wave mixing;Atom lasers;Light scattering;Working environment noise;Frequency modulation;Laser transitions","optical noise;light scattering;multiwave mixing;fluorescence;fluctuations;optical modulation;Markov processes;population inversion;random processes;diffusion;Monte Carlo methods;radiation pressure","noise spectroscopy;randomly modulated two-level systems;transition frequency;monochromatic laser irradiation;scattered light spectrum;four-wave mixing;fluorescence emission intensity fluctuations;stochastic modulation;Markov fluctuations;nonMarkov fluctuations;population inversion fluctuations;chromophores random modulation;diffusion process;jump-like process;atomic frequency noise;irradiating laser field noise;Monte-Carlo procedure","","","","","","","","","","IEEE","IEEE Conferences"
"Spatial correlation diagnostics for atoms in optical lattices","J. Grondalski; I. H. Deutsch; P. Alsing","High Performance Comput. Center, New Mexico Univ., Albuquerque, NM, USA; NA; NA","Technical Digest. Summaries of Papers Presented at the Quantum Electronics and Laser Science Conference","","1999","","","242","","Summary form only given. Atom-atom interactions play an important role in the dynamics of cold atoms trapped in optical lattices, and may be crucial to the formation of small scale structure within the lattice. Spatial distributions of atoms trapped in optical lattices are normally probed by absorption or fluorescence spectroscopy. We investigate the possibility of deducing spatial information from the Hanbury-Brown Twiss stellar-interferometric techniques of coincidence counts. This is analogous to the time-delayed coincidence counting employed in analyzing degenerate Bose and Fermi gases.","","1-55752-576","10.1109/QELS.1999.807617","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=807617","","Atom optics;Lattices;Atomic measurements;Probability;Charge carrier processes;Detectors;Optical pulse generation;Statistical distributions;Character generation;Probes","radiation pressure;laser cooling;atom-atom collisions;optical chaos;light interferometry","cold atoms;trapped in optical lattices;atom-atom interactions;cold atom dynamics;small scale structure;spatial correlation diagnostics;Hanbury-Brown Twiss stellar-interferometric technique;coincidence counts;one-dimensional lattice;conditional statistics","","","","","","","","","","IEEE","IEEE Conferences"
"Dynamics of time-resolved reststrahl band reflectivity in semiconductors","G. C. Cho; P. Y. Han; H. J. Bakker; X. -. Zhang","Dept. of Phys., Rensselaer Polytech. Inst., Troy, NY, USA; NA; NA; NA","Technical Digest. Summaries of Papers Presented at the Quantum Electronics and Laser Science Conference","","1999","","","237","","Summary form only given. We report on the time-resolved coherent waveform of subpicosecond infrared pulse in the reststrahl bands of polar semiconductors. We observe strong oscillations at a frequency near longitudinal optical (LO) phonons in the reflection. The damping time constants of the oscillations show to be comparable to those of coherent phonons. Analyzing the data in different time window gives us dynamic information on the reststrahl band optical property mediated by phonons.","","1-55752-576","10.1109/QELS.1999.807599","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=807599","","Reflectivity;Phonons;Frequency;Optical sensors;Damping;Optical pulse generation;Optical pulses;Optical reflection;Stimulated emission;Zinc compounds","polar semiconductors;reflectivity;time resolved spectra;submillimetre wave spectra;phonons","time-resolved reststrahl band reflectivity;coherent terahertz spectroscopy;subpicosecond infrared pulse;polar semiconductor;LO phonon;damping time constant","","","","","","","","","","IEEE","IEEE Conferences"
"Time-resolved observation of magnon renormalization effects in Cr/sub 2/O/sub 3/","J. S. Dodge; A. B. Schumacher; J. -. Bigot; D. S. Chemla; N. Ingle; M. R. Beasley","Div. of Mater. Sci., Lawrence Berkeley Lab., CA, USA; NA; NA; NA; NA; NA","Technical Digest. Summaries of Papers Presented at the Quantum Electronics and Laser Science Conference","","1999","","","222","223","Summary form only given. In the last decade time resolved nonlinear optical spectroscopy (TR-NLOS) has revealed a wealth of information on many body effects in semiconductors and their heterostructures. Surprisingly TR-NLOS techniques have not been thoroughly applied to strongly correlated materials, where Coulomb interaction produces zero-order effects, and therefore play an even more dominant role in many physical properties. In this contribution we present the first TR-NLOS investigation of magnon dynamics in a strongly correlated antiferromagnetic insulator, Cr/sub 2/O/sub 3/. We have observed a novel nonlinear optical effect associated with the occupation dependence of the magnon dispersion relation, which presents the opportunity to optically manipulate and study magnetic excitations in strongly correlated insulators.","","1-55752-576","10.1109/QELS.1999.807568","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=807568","","Chromium;Nonlinear optics;Optical pumping;Laser excitation;Particle beam optics;Stationary state;Antiferromagnetic materials;Pump lasers;Semiconductor materials;Spectroscopy","chromium compounds;renormalisation;magnons;spin dynamics;time resolved spectra;magneto-optical effects;strongly correlated electron systems;antiferromagnetic materials;nonlinear optics","time-resolved observation;magnon renormalization effects;nonlinear optical spectroscopy;magnon dynamics;strongly correlated antiferromagnetic insulator;occupation dependence;Cr/sub 2/O/sub 3/","","","","","","","","","","IEEE","IEEE Conferences"
"Depth profiling of absorbing soft materials using photoacoustic methods","J. A. Viator; S. L. Jacques; S. A. Prahl","Oregon Graduate Inst. of Sci. & Technol., Beaverton, OR, USA; NA; NA","IEEE Journal of Selected Topics in Quantum Electronics","","1999","5","4","989","996","A Q-switched, frequency doubled, Nd:YAG laser coupled to an optical parametric oscillator generated 4.75-ns laser pulses at 726 nm to create subsurface acoustic waves in India ink solutions, India ink acrylamide gels, and in flat segments of elastin biomaterial stained with India ink. The acoustic waves traveled through the target and were detected by a piezoelectric transducer. The waveforms were converted to measurements of initial laser induced pressure and temperature as functions of depth in the material. An algorithm based on Beer's Law was developed and applied to the acoustic signals to extract information about the absorption coefficient as a function of depth in the samples.","1077-260X;1558-4542","","10.1109/2944.796321","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=796321","","Ink;Biological materials;Optical materials;Optical pulse generation;Acoustic waves;Frequency;Optical coupling;Biomedical optical imaging;Nonlinear optics;Optical harmonic generation","biological techniques;photoacoustic effect;spatial variables measurement;laser applications in medicine;Q-switching;neodymium;solid lasers;biomedical materials","Q-switched frequency doubled Nd:YAG laser;optical parametric oscillator;laser pulses;subsurface acoustic waves;India ink solutions;India ink acrylamide gels;flat segments;elastin biomaterial;target;piezoelectric transducer;waveforms;initial laser induced temperature;initial laser induced pressure;algorithm;Beer's Law;acoustic signals;absorption coefficient;depth profiling;absorbing soft materials;photoacoustic methods;4.75 ns;726 nm;YAG:Nd;YAl5O12:Nd","","31","","","","","","","","IEEE","IEEE Journals & Magazines"
"Nano-optics with surface plasmons","A. J. Campillo; C. Sonnichsen; M. Perner; G. von Plessen; J. Feldmann","Naval Res. Lab., Washington, DC, USA; NA; NA; NA; NA","Technical Digest. Summaries of Papers Presented at the Quantum Electronics and Laser Science Conference","","1999","","","23","","Summary form only given, as follows. Near-field optical and ultrafast nonlinear optical experiments on various metal nanostructures provide important information on the dynamical properties of surface plasmons and their use in nano-optics.","","1-55752-576","10.1109/QELS.1999.807115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=807115","","Plasmons;Composite materials;Nonlinear optics;Dielectric materials;Optical materials;Ultrafast optics;Optical buffering;Sampling methods;Physics;Laboratories","surface plasmons;nanostructured materials;time resolved spectra;nonlinear optics;metals","nano-optical effects;ultrafast nonlinear optical experiments;near-field optical experiments;metal nanostructures;dynamical properties;surface plasmons","","","","","","","","","","IEEE","IEEE Conferences"
"Investigating nonlinear femtosecond pulse propagation with frequency-resolved optical gating","H. K. Eaton; T. S. Clement; A. A. Zozulya; S. A. Diddams","Joint Inst. for Lab. Astrophys., Colorado Univ., Boulder, CO, USA; NA; NA; NA","IEEE Journal of Quantum Electronics","","1999","35","4","451","458","Frequency-resolved optical gating (FROG) is used to investigate nonlinear pulse propagation in normally dispersive media. We present high-dynamic-range measurements of broad-bandwidth femtosecond pulses that result from nonlinear propagation in fused silica and compare these measurements with a (3+1)-dimensional modified nonlinear Schrodinger equation. We also demonstrate the ability of FROG to provide information about a noninstantaneous nonlinearity in methanol. In this case, the instantaneous nonlinear index and the time response of the noninstantaneous nonlinearity are used as fit parameters in a (1+1)-dimensional model.","0018-9197;1558-1713","","10.1109/3.753650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=753650","","Ultrafast optics;Optical pulses;Optical propagation;Pulse measurements;Frequency;Nonlinear optics;Dispersion;Silicon compounds;Schrodinger equation;Methanol","dispersive media;optical dispersion;high-speed optical techniques;Schrodinger equation;refractive index","nonlinear femtosecond pulse propagation;frequency-resolved optical gating;FROG;nonlinear pulse propagation;normally dispersive media;high-dynamic-range measurements;broad-bandwidth femtosecond pulses;nonlinear propagation;fused silica;(3+1)-dimensional modified nonlinear Schrodinger equation;noninstantaneous nonlinearity;methanol;instantaneous nonlinear index;(1+1)-dimensional model","","4","","","","","","","","IEEE","IEEE Journals & Magazines"
"Internal spatial modes in glass microring resonators","G. H. Vander Rhodes; B. B. Goldberg; M. S. Unlu; Sai-Tak Chu; B. E. Little","Dept. of Phys., Boston Univ., MA, USA; NA; NA; NA; NA","IEEE Journal of Selected Topics in Quantum Electronics","","2000","6","1","46","53","We have used near-field scanning optical microscopy to measure the internal optical modes inside glass waveguides and microring resonators. The period of the observed standing modes provides a direct measure of the local effective index. The measured effective index and modal shape determines the values of all components of the wave vector. The observed standing modes inside the ring resonator are unexpected, but are caused by the standing modes in the coupling waveguide. Last, we describe a technique that can obtain detailed information about the locations of the dielectric interfaces.","1077-260X;1558-4542","","10.1109/2944.826872","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=826872","","Glass;Optical ring resonators;Optical filters;Optical signal processing;Optical sensors;Optical network units;Optical resonators;Optical microscopy;Optical scattering;Optical waveguides","optical glass;optical resonators;micromechanical resonators;micro-optics;near-field scanning optical microscopy;optical waveguides","internal spatial modes;glass microring resonators;near-field scanning optical microscopy;internal optical modes;glass waveguides;standing mode period;local effective index;measured effective index;modal shape;wave vector;standing modes;dielectric interfaces","","23","","","","","","","","IEEE","IEEE Journals & Magazines"
"Optical trapping and coherent anti-Stokes Raman scattering (CARS) spectroscopy of submicron-size particles","J. W. Chan; H. Winhold; S. M. Lane; T. Huser","Lawrence Livermore Nat. Lab., CA, USA; Lawrence Livermore Nat. Lab., CA, USA; Lawrence Livermore Nat. Lab., CA, USA; Lawrence Livermore Nat. Lab., CA, USA","IEEE Journal of Selected Topics in Quantum Electronics","","2005","11","4","858","863","Optical trapping combined with coherent anti-Stokes Raman scattering (CARS) spectroscopy is demonstrated for the first time as a new technique for the chemical analysis of individual particles over an extended period of time with high temporal resolution. Single submicron-size particles suspended in aqueous media are optically trapped and immobilized using two tightly focused collinear laser beams from two pulsed Ti:Sapphire laser sources. The particles can remain stably trapped at the focus for many tens of minutes. The same lasers generate a CARS vibrational signal from the molecular bonds in the trapped particle when the laser frequencies are tuned to a vibrational mode of interest, providing chemical information about the sample. The technique is characterized using single polystyrene beads and unilamellar phospholipid vesicles as test samples and can be extended to the study of living biological samples. This novel method could potentially be used to monitor rapid dynamics of biological processes in single particles on short time scales that cannot be achieved by using other vibrational spectroscopy techniques.","1077-260X;1558-4542","","10.1109/JSTQE.2005.857381","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1545987","Biophotonics;coherent anti-Stokes Raman scattering (CARS);laser tweezers;Raman spectroscopy","Raman scattering;Spectroscopy;Optical scattering;Charge carrier processes;Chemical lasers;Laser modes;Laser tuning;Biomedical optical imaging;Chemical analysis;Signal resolution","radiation pressure;coherent antiStokes Raman scattering;Raman spectroscopy;laser beams;biological techniques;bio-optics","optical trapping;coherent antiStokes Raman scattering spectroscopy;submicron-size particles;focused collinear laser beams;vibrational mode;polystyrene beads;unilamellar phospholipid vesicles","","19","","","","","","","","IEEE","IEEE Journals & Magazines"
"High-T/sub c/ SQUID microscope study of the effects of microstructure and deformation on the remanent magnetization of steel","T. J. Shaw; K. Schlenga; R. McDermott; J. Clarke; J. W. Chan; S. -. Kang; J. W. Morris","Dept. of Phys., California Univ., Berkeley, CA, USA; NA; NA; NA; NA; NA; NA","IEEE Transactions on Applied Superconductivity","","1999","9","2","4107","4110","We have studied the effects of heat treatment and mechanical stress on the remanent magnetization of ferromagnetic steels using a high-transition-temperature (HTC) Superconducting QUantum Interference Device (SQUID) microscope. Samples were prepared by different heat treatments, which produced varied microstructures, and different rolling treatments, which produced varied levels of deformation. The samples were subsequently magnetized in fields of 50 mT, and the remanent magnetization was measured by rastering the sample over the SQUID using a two-dimensional (2D) translation stage with a scanning range of 50 mm/spl times/50 mm. With a separation between the SQUID and sample of approximately 0.5 mm, this produced a 2D magnetic field image due to the local remanent magnetization of the sample. In addition, microstructural information was determined using optical imaging, allowing us to correlate the effects of heat treatment and mechanical stress on local remanent magnetisation with detailed microstructural information. Since the strength and integrity of steels can be well predicted from microstructural information, correlation of this information with the 2D remanent magnetization images could lead to an effective method for the non-destructive evaluation of ferromagnetic steels through a simple measurement of remanent magnetization.","1051-8223;1558-2515;2378-7074","","10.1109/77.783929","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=783929","","Magnetization;SQUIDs;Heat treatment;Steel;Stress;Magnetic field measurement;Superconducting devices;Quantum mechanics;Interference;Magnetic force microscopy","steel;ferromagnetic materials;nondestructive testing;SQUID magnetometers;microscopy;remanence;crystal microstructure;deformation;heat treatment;rolling;internal stresses;high-temperature superconductors","high-T/sub c/ SQUID microscopy;microstructure;deformation;remanent magnetization;heat treatment;mechanical stress;ferromagnetic steel;rolling;two-dimensional magnetic field imaging;nondestructive evaluation;50 mT","","14","","","","","","","","IEEE","IEEE Journals & Magazines"
"The IEEE standard on transitions, pulses, and related waveforms, Std-181-2003","N. G. Paulter; D. R. Larson; J. J. Blair","Appl. Electr. Metrol. Div., Nat. Inst. of Stand. & Technol., Gaithersburg, MD, USA; Appl. Electr. Metrol. Div., Nat. Inst. of Stand. & Technol., Gaithersburg, MD, USA; NA","IEEE Transactions on Instrumentation and Measurement","","2004","53","4","1209","1217","The IEEE has written a new standard on pulse techniques and definitions to replace the withdrawn standards IEEE Std-181-1977 and Std-194-1977. The new Std-181-2003 combines information from both of these withdrawn standards. Relative to the withdrawn standards, the new standard has incorporated new definitions, deleted and clarified previous definitions, provided examples of different waveform types, updated text to reflect electronic computation methods, and incorporated algorithms for computing waveform parameters. This paper introduces Std-181-2003 by describing its contents and changes relative to the withdrawn standards.","0018-9456;1557-9662","","10.1109/TIM.2004.831470","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1316007","","Pulse measurements;Measurement standards;IEC standards;Electronics industry;Electronic equipment testing;Algorithm design and analysis;Computer aided manufacturing;Instruments;Metrology;Laboratories","waveform analysis;pulse measurement;IEEE standards","IEEE standard;related waveforms;IEEE Std-181-2003;IEEE Std-181-1977;IEEE Std-194-1977;transitions;pulses;waveform parameter computing","","4","","","","","","","","IEEE","IEEE Journals & Magazines"
"Pincushion distortion correction in position-sensitive avalanche photodiodes","P. Despres; W. C. Barber; T. Funk; M. McClish; K. S. Shah; B. H. Hasegawa","Phys. Res. Lab., California Univ., San Francisco, CA, USA; Phys. Res. Lab., California Univ., San Francisco, CA, USA; Phys. Res. Lab., California Univ., San Francisco, CA, USA; NA; NA; NA","IEEE Nuclear Science Symposium Conference Record, 2005","","2005","4","","2031","2034","Position-sensitive avalanche photodiodes (PSAPDs) are a promising alternative to photomultiplier tubes for the development of a new generation of gamma-ray imagers. They are compact solid-state devices that provide high quantum efficiency and gain, and they can achieve precise positioning over relatively large surfaces with few readout channels. This key feature is obtained by Anger-logic event positioning from the signals of four corner anodes printed on a resistive layer covering one of the PSAPD surface. This readout scheme provides high degree of multiplexing for reading position and energy information from the device, but leads to pincushion distortion in the spatial information due to the nonlinear charge sharing pattern associated with the potential across the resistive layer. We have developed a method to reproduce and correct this distortion based on finite-element simulations of the readout configuration. The resistive layer and the anodes are represented by a two-dimensional array of resistors and this circuit is numerically solved to obtain the signal on the four anodes for different current injection nodes. The relation between the injection positions and the resulting Anger positions is modeled and then used to correct nonlinearities in events positions obtained experimentally. The algorithm was tested on <sup>99m</sup>Tc flood images of a 16times16 array of 0.4times0.4times4 mm<sup>3</sup> CsI(TI) crystals and successfully restored the regular pattern. The correction procedure is fast and robust, and constitutes a step toward the realization of a low-cost, high-resolution gamma camera based on PSAPDs","1082-3654","0-7803-9221","10.1109/NSSMIC.2005.1596732","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1596732","","Avalanche photodiodes;Nonlinear distortion;Anodes;Photomultipliers;Image generation;Solid state circuits;Finite element methods;Circuit simulation;Resistors;Circuit testing","aberrations;avalanche photodiodes;finite element analysis;medical image processing;position sensitive particle detectors;radioisotope imaging;solid scintillation detectors","pincushion distortion correction;position-sensitive avalanche photodiodes;photomultiplier tubes;gamma-ray imagers;compact solid-state devices;high quantum efficiency;readout channels;Anger-logic event positioning;nonlinear charge sharing pattern;resistive layer;finite element simulations;anodes;two-dimensional resistor array;injection position;<sup>99m</sup>Tc flood images;CsI(TI) crystals","","2","","","","","","","","IEEE","IEEE Conferences"
"Particle-based methods in computational electronics","S. M. Goodnick; M. Saraniti; D. Vasileska; S. Aboud","Dept. of Electr. Eng., Arizona State Univ., Tempe, AZ, USA; NA; NA; NA","IEEE Potentials","","2004","23","5","12","16","As the density of integrated circuits increases, pressure to reduce the dimensions of the individual components also increases. Smaller circuit dimensions reduce the overall die area. However, as semiconductor feature sizes enter the nanometer-scale realm, the modeling of device behavior becomes increasingly complicated. The goal of computational electronics is to provide simulation tools that capture the essential physics issues while minimizing the computational burden. We give a brief overview of particle-based simulation techniques used in semiconductor device simulation. We begin with a discussion of the Monte Carlo method for the solution of the Boltzmann transport equation (BTE), including full-band effects. Some key elements of particle based simulation, such as the proper choice of mesh size and time step, as well as particle-mesh coupling and calculation of the current, are discussed. Typical particle based simulation results for the potential and current-voltage characteristics of a 23 nm MOSFET device follow.","0278-6648;1558-1772","","10.1109/MP.2004.1301239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1301239","","Particle scattering;Equations;Lattices;Phonons;Dispersion;Computational modeling;Semiconductor materials;Quantum computing;Monte Carlo methods;Charge carriers","Monte Carlo methods;digital simulation;electronic engineering computing;Boltzmann equation;MOSFET;semiconductor device models","particle-based simulation techniques;computational electronics;computational burden;semiconductor device simulation;Monte Carlo method;Boltzmann transport equation;current-voltage characteristics;MOSFET device;23 nm","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Microcavity-enhanced surface-emitted second-harmonic generation for ultrafast all-optical signal processing","T. G. Ulmer; M. Hanna; B. R. Washburn; S. E. Ralph; A. J. SpringThorpe","Sch. of Electr. & Comput. Eng., Georgia Inst. of Technol., Atlanta, GA, USA; NA; NA; NA; NA","IEEE Journal of Quantum Electronics","","2002","38","1","19","30","By incorporating an integrated microcavity into an optical waveguide structure with vertical quasi-phase-matching, we have realized surface-emitted second-harmonic generation devices that significantly enhance the conversion efficiency for optical pulses in the picosecond and sub-picosecond regimes. We demonstrate both theoretically and experimentally that nonlinear interactions involving short optical pulses can be enhanced by a microcavity, even when the resonance width is substantially narrower than the spectral content of the pulse. The resulting enhancement enables practical signal processing functions such as ultrafast optical time-division demultiplexing at 1.55 /spl mu/m in multilayer AlGaAs structures.","0018-9197;1558-1713","","10.1109/3.973315","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=973315","","Optical signal processing;Optical pulses;Optical surface waves;Microcavities;Nonlinear optics;Ultrafast optics;Optical waveguides;Integrated optics;Nonlinear optical devices;Optical devices","aluminium compounds;gallium arsenide;III-V semiconductors;optical waveguides;integrated optics;optical phase matching;surface phenomena;optical harmonic generation;high-speed optical techniques;demultiplexing;time division multiplexing;micro-optics;optical multilayers;optical information processing","microcavity-enhanced surface-emitted second-harmonic generation;ultrafast all-optical signal processing;integrated microcavity;optical waveguide structure;vertical quasi-phase-matching;surface-emitted second-harmonic generation;conversion efficiency;optical pulses;sub-picosecond regimes;picosecond regimes;nonlinear interactions;short optical pulses;resonance width;spectral content;practical signal processing functions;ultrafast optical time-division demultiplexing;multilayer AlGaAs structures;1.55 micron;AlGaAs","","9","","","","","","","","IEEE","IEEE Journals & Magazines"
"Maximum-likelihood image estimation using photon-correlated beams","M. M. Hayat; M. S. Abdullah; A. Joobeur; B. E. A. Saleh","Dept. of Electr. & Comput. Eng., New Mexico Univ., Albuquerque, NM, USA; NA; NA; NA","IEEE Transactions on Image Processing","","2002","11","8","838","846","A theory is presented addressing the fundamental limits of image estimation in a setup that uses two photon-correlated beams. These beams have the property that their photon arrivals, as a point process, are ideally synchronized in time and space. The true image represents the spatial distribution of the optical transmittance (or reflectance) of an object. In this setup, one beam is used to probe the image while the other is used as a reference providing additional information on the actual number of photons impinging on the object. This additional information is exploited to reduce the effect of quantum noise associated with the uncertainty in the number of photons per pixel. A stochastic model for the joint statistics of the two observation matrices is developed and used to obtain a local maximum-likelihood estimator of the image. The model captures the nonideal nature of the correlation between the photons of the beams by means of a simple random translation model. The mean-square error of the estimator is evaluated and compared to the corresponding conventional techniques. Conditions for the performance advantage of the proposed estimator are examined in terms of key system parameters. The theoretical predictions are demonstrated by means of simulation.","1057-7149;1941-0042","","10.1109/TIP.2002.801118","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1025158","","Maximum likelihood estimation;Optical noise;Object detection;Sensor arrays;Maximum likelihood detection;Detectors;Optical imaging;Optical arrays;Time measurement;Noise measurement","maximum likelihood estimation;image processing;optical correlation;matrix algebra;statistical analysis;quantum noise;mean square error methods","maximum-likelihood image estimation;photon-correlated beams;image estimation;photon arrivals;point process;spatial distribution;optical transmittance;optical reflectance;quantum noise reduction;stochastic model;joint statistics;observation matrices;local maximum-likelihood estimator;random translation model;mean-square error;system parameters;simulation;pixels","","3","","","","","","","","IEEE","IEEE Journals & Magazines"
